VARIABLE,INDEX,DEPOT,VALUE,YLT,XLN
X,3125,11,1217.44,29.2074,-97.8101
X,3126,3,1248.22,29.2074,-97.8001
X,3127,45,1190.82,29.2074,-97.7901
X,3128,36,1187.76,29.2074,-97.7701
X,3129,31,1169.78,29.2074,-97.7601
X,3130,31,798,29.2074,-97.7501
X,3131,11,1186.64,29.1974,-98.3301
X,3132,3,1162.94,29.1974,-98.3201
X,3133,36,1219.72,29.1974,-98.3101
X,3134,31,1073,29.1974,-98.3001
X,3136,36,1248.74,29.1974,-98.2601
X,3190,36,1303.54,29.1874,-98.1701
X,3191,36,1303.54,29.1874,-98.1601
X,3192,45,1163.12,29.1874,-98.1501
X,3193,36,1217.96,29.1874,-98.1401
X,3194,31,1194.8,29.1874,-98.1301
X,3195,3,1147.34,29.1874,-98.1101
X,3196,45,724.58,29.1874,-98.1001
X,3197,36,724.58,29.1874,-98.0901
X,3198,36,1162.1,29.1874,-98.0801
X,3199,31,1197.2,29.1874,-98.0701
X,3200,31,1242.1,29.1874,-98.0601
X,3201,52,1162.1,29.1874,-98.0501
X,3202,45,1229,29.1874,-98.0401
X,3203,36,1162.1,29.1874,-98.0301
X,3204,52,1104.72,29.1874,-98.0101
X,3205,36,1104.72,29.1874,-98.0001
X,3206,52,1064.66,29.1874,-97.9901
X,3207,31,1136.58,29.1874,-97.9801
X,3208,36,1147.92,29.1874,-97.9701
X,3256,45,1242.1,29.1774,-98.0501
X,3257,45,1147.32,29.1774,-98.0401
X,3259,45,1186.82,29.1774,-98.0201
X,3260,36,1092.06,29.1774,-98.0101
X,3261,45,1064.7,29.1774,-98.0001
X,3262,36,1114.02,29.1774,-97.9701
X,3263,36,1087.06,29.1774,-97.9601
X,3265,52,1194.54,29.1774,-97.9401
X,3266,36,1194.54,29.1774,-97.9301
X,3267,36,1168.06,29.1774,-97.9201
X,3268,36,1168.06,29.1774,-97.9101
X,3269,31,1175.62,29.1774,-97.9001
X,3270,11,1136.72,29.1774,-97.8901
X,3271,52,1108.08,29.1774,-97.8801
X,3272,45,778.68,29.1774,-97.8701
X,3273,36,778.68,29.1774,-97.8601
X,3274,52,1131.96,29.1774,-97.8501
X,3275,31,1131.96,29.1774,-97.8401
X,3276,52,1131.96,29.1774,-97.8301
X,3277,31,1180.92,29.1774,-97.8201
X,3278,31,1180.92,29.1774,-97.8101
X,3279,31,1131.96,29.1774,-97.8001
X,3328,36,1131.96,29.1674,-97.8601
X,3329,45,1152.54,29.1674,-97.8501
X,3330,31,1137.2,29.1674,-97.8401
X,3331,45,1131.96,29.1674,-97.8301
X,3332,36,1180.92,29.1674,-97.8201
X,3333,31,1131.96,29.1674,-97.8101
X,3334,11,1033.6,29.1574,-98.3601
X,3335,45,1009.18,29.1574,-98.3501
X,3336,36,1033.6,29.1574,-98.3401
X,3337,36,1135.68,29.1574,-98.3301
X,3338,31,1088.66,29.1574,-98.3201
X,3339,31,1073,29.1574,-98.3101
X,3340,11,1073,29.1574,-98.3001
X,3341,3,1173.54,29.1574,-98.2901
X,3342,45,1171.34,29.1574,-98.2701
X,3343,36,1171.34,29.1574,-98.2601
X,3344,52,1171.34,29.1574,-98.2501
X,3345,36,1173.54,29.1574,-98.2401
X,3346,52,1125.42,29.1574,-98.2301
X,3398,36,1125.4,29.1474,-98.2301
X,3399,36,1073.02,29.1474,-98.2201
X,3400,31,1073.02,29.1474,-98.2101
X,3401,36,1112.6,29.1474,-98.2001
X,3402,36,1095.52,29.1474,-98.1901
X,3403,11,1178.78,29.1474,-98.1401
X,3404,52,1193.96,29.1474,-98.1301
X,3405,36,1194.78,29.1474,-98.1201
X,3406,31,1150,29.1474,-98.1101
X,3407,31,1198.9,29.1474,-98.1001
X,3408,31,1238.06,29.1474,-98.0901
X,3409,11,1240.22,29.1474,-98.0801
X,3410,3,1238.06,29.1474,-98.0701
X,3411,36,1238.06,29.1474,-98.0601
X,3412,36,1178.78,29.1474,-98.0501
X,3414,45,1140.48,29.1474,-98.0301
X,3416,36,1242.08,29.1474,-98.0101
X,3417,45,1198.18,29.1474,-98.0001
X,3424,31,1180.76,29.1474,-97.9301
X,3425,36,1090.3,29.1474,-97.9201
X,3426,52,1090.3,29.1474,-97.9101
X,3427,36,1090.3,29.1474,-97.9001
X,3429,3,1175.56,29.1474,-97.8801
X,3430,31,1194.54,29.1474,-97.8701
X,3431,11,1158.9,29.1474,-97.8601
X,3432,45,1162.36,29.1474,-97.8501
X,3433,36,1162.36,29.1474,-97.8401
X,3437,31,1135.68,29.1374,-98.3601
X,3476,36,1194.52,29.1374,-97.9001
X,3477,31,1232,29.1374,-97.8901
X,3480,52,1180.74,29.1374,-97.8601
X,3481,45,1232,29.1374,-97.8501
X,3482,31,1215.28,29.1274,-98.3901
X,3484,36,1033.6,29.1274,-98.3601
X,3486,36,1092.34,29.1274,-98.3401
X,3487,36,1139.62,29.1274,-98.3301
X,3488,31,1092.34,29.1274,-98.3101
X,3494,52,1122.08,29.1274,-98.2201
X,3496,45,1116.14,29.1274,-98.2001
X,3499,36,1106.04,29.1274,-98.1601
X,3501,52,1125.4,29.1274,-98.1301
X,3502,36,1123.26,29.1274,-98.1201
X,3503,31,1123.26,29.1274,-98.1101
X,3505,3,1073,29.1274,-98.0901
X,3506,36,1235.04,29.1274,-98.0801
X,3544,45,1067.5,29.1174,-98.2301
X,3545,36,1106.02,29.1174,-98.2201
X,3546,31,1173.54,29.1174,-98.2101
X,3547,36,1156.58,29.1174,-98.2001
X,3548,31,1095.56,29.1174,-98.1901
X,3550,45,1098.92,29.1174,-98.1601
X,3551,36,1116.28,29.1174,-98.1501
X,3552,31,1125.4,29.1174,-98.1401
X,3553,52,1125.4,29.1174,-98.1301
X,3554,31,1123.26,29.1174,-98.1201
X,3555,45,1125.4,29.1174,-98.1101
X,3556,31,1125.4,29.1174,-98.1001
X,3557,31,1210.08,29.1174,-98.0901
X,3558,31,1238.04,29.1174,-98.0801
X,3560,36,1238.04,29.1174,-98.0501
X,3570,52,1157.72,29.1174,-97.9501
X,3571,36,1026.68,29.1174,-97.9401
X,3572,31,1120.04,29.1174,-97.9301
X,3574,45,1160.32,29.1174,-97.9101
X,3575,36,1131.8,29.1174,-97.9001
X,3611,36,1145.22,29.1074,-98.0301
X,3612,31,1105.24,29.1074,-98.0201
X,3613,52,1181.1,29.1074,-98.0101
X,3614,45,1145.22,29.1074,-98.0001
X,3615,36,1163.44,29.1074,-97.9901
X,3616,31,1266.22,29.1074,-97.9801
X,3617,31,1175.74,29.1074,-97.9701
X,3618,31,1119.14,29.1074,-97.9601
X,3619,11,1175.74,29.1074,-97.9501
X,3620,45,1138.68,29.1074,-97.9401
X,3621,36,1211.74,29.1074,-97.9301
X,3622,31,1206.84,29.1074,-97.9101
X,3623,45,1206.84,29.1074,-97.9001
X,3624,31,1137.1,29.1074,-97.8901
X,3625,45,1080.92,29.0974,-98.3901
X,3626,52,1071.78,29.0974,-98.3801
X,3627,52,1086.56,29.0974,-98.3701
X,3628,45,1132.8,29.0974,-98.3501
X,3629,36,1014.06,29.0974,-98.3201
X,3630,36,1132.8,29.0974,-98.3101
X,3684,36,1040.14,29.0874,-98.1201
X,3685,36,1104.42,29.0874,-98.1101
X,3686,36,1059.04,29.0874,-98.1001
X,3687,36,1150.96,29.0874,-98.0901
X,3688,3,1105.22,29.0874,-98.0801
X,3689,52,1124.7,29.0874,-98.0701
X,3690,36,1105.22,29.0874,-98.0601
X,3691,31,1020.86,29.0874,-98.0401
X,3692,36,1084.48,29.0874,-98.0301
X,3693,52,1084.48,29.0874,-98.0201
X,3694,31,1106.26,29.0874,-98.0101
X,3695,52,1084.48,29.0874,-98.0001
X,3696,52,1105.22,29.0874,-97.9901
X,3697,45,1068.72,29.0874,-97.9801
X,3698,36,1119.08,29.0874,-97.9701
X,3699,3,1175.76,29.0874,-97.9501
X,3700,36,1138.7,29.0874,-97.9401
X,3747,36,1163.38,29.0674,-98.3101
X,3748,36,1164.42,29.0674,-98.3001
X,3750,36,1115.88,29.0674,-98.2801
X,3751,31,1115.88,29.0674,-98.2701
X,3753,3,1140.36,29.0674,-98.2401
X,3754,36,1070.8,29.0674,-98.2201
X,3755,31,1086.5,29.0674,-98.2101
X,3756,31,1086.5,29.0674,-98.2001
X,3757,31,1140.36,29.0674,-98.1901
X,3759,52,1017.44,29.0674,-98.1701
X,3760,45,1053.14,29.0674,-98.1601
X,3761,36,1064.76,29.0674,-98.1401
X,3762,31,733.26,29.0674,-98.1301
X,3763,45,1126.54,29.0674,-98.1201
X,3764,31,1043.32,29.0674,-98.1101
X,3765,45,1072.14,29.0674,-98.0901
X,3766,36,1083.52,29.0674,-98.0801
X,3767,36,1057.04,29.0674,-98.0701
X,3768,36,1079.18,29.0674,-98.0601
X,3778,45,1072.56,29.0674,-97.9401
X,3779,36,1052.04,29.0574,-98.3501
X,3781,11,1124.64,29.0574,-98.3201
X,3782,45,1084.46,29.0574,-98.3101
X,3783,36,1211.92,29.0574,-98.3001
X,3785,45,1160.56,29.0574,-98.2801
X,3786,36,1164.42,29.0574,-98.2701
X,3787,31,1180.98,29.0574,-98.2601
X,3789,11,1163.36,29.0574,-98.2401
X,3790,11,1180.98,29.0574,-98.2301
X,3791,3,1180.98,29.0574,-98.2201
X,3792,3,1066.62,29.0574,-98.2101
X,3793,45,1105.54,29.0574,-98.2001
X,3794,45,1066.62,29.0574,-98.1901
X,3832,31,1126.14,29.0474,-98.1701
X,3833,45,1017.44,29.0474,-98.1501
X,3834,31,1193.06,29.0474,-98.1401
X,3835,3,1017.44,29.0474,-98.1301
X,3836,11,1074.94,29.0474,-98.1101
X,3837,36,1086.5,29.0474,-98.1001
X,3838,3,1001.46,29.0474,-98.0901
X,3839,11,1098.44,29.0474,-98.0801
X,3840,3,1065.06,29.0474,-98.0701
X,3851,45,1079.08,29.0374,-98.3001
X,3852,36,1106.22,29.0374,-98.2801
X,3854,52,1106.22,29.0374,-98.2501
X,3855,36,1150.94,29.0374,-98.2401
X,3856,31,1106.22,29.0374,-98.2301
X,3860,3,1096.26,29.0374,-98.1801
X,3861,45,1124.66,29.0374,-98.1701
X,3863,36,1031.7,29.0374,-98.1401
X,3864,36,1276.38,29.0374,-98.1301
X,3896,36,1216.98,29.0274,-98.1101
X,3897,31,1110.92,29.0274,-98.1001
X,3898,36,1206.92,29.0274,-98.0901
X,3900,3,1150.64,29.0274,-98.0501
X,3901,45,1116.28,29.0274,-98.0301
X,3902,36,1078.26,29.0274,-98.0201
X,3903,45,1099.58,29.0274,-98.0101
X,3904,31,1116.28,29.0274,-98.0001
X,3905,36,1086.46,29.0174,-98.3101
X,3906,36,1086.46,29.0174,-98.3001
X,3907,36,978.56,29.0174,-98.2901
X,3908,45,1094.72,29.0174,-98.2801
X,3909,36,1079.14,29.0174,-98.2701
X,3910,3,1074.18,29.0174,-98.2601
X,3971,31,1098.38,28.9974,-98.1701
X,3972,52,1043.26,28.9974,-98.1601
X,3973,36,1086.44,28.9974,-98.1501
X,3974,52,1065.34,28.9974,-98.1401
X,3975,31,1043.26,28.9974,-98.1301
X,3976,31,1043.26,28.9974,-98.1201
X,3977,31,1104.44,28.9974,-98.1101
X,3978,36,1026.7,28.9974,-98.0901
X,3979,36,1065.34,28.9974,-98.0801
X,3980,3,1056.44,28.9974,-98.0701
X,4036,31,1081.88,28.9674,-98.1801
X,4039,45,1074.24,28.9674,-98.1501
X,4040,36,1089.44,28.9674,-98.1401
X,4041,31,1133.08,28.9674,-98.1301
X,4042,52,1133.08,28.9674,-98.1201
X,4043,31,1049.46,28.9674,-98.1101
X,4044,52,1090,28.9674,-98.1001
X,4045,36,1163.72,28.9674,-98.0901
X,4046,31,995.18,28.9674,-98.0801
X,4047,52,1048.66,28.9574,-98.2601
X,4048,36,1030.62,28.9574,-98.2501
X,4049,36,1011.2,28.9574,-98.2401
X,4062,45,1226.26,28.9574,-98.0901
X,4063,36,1089.42,28.9474,-98.2501
X,4065,52,1140.18,28.9474,-98.2301
X,4066,45,993.32,28.9474,-98.2201
X,4067,36,1033.16,28.9474,-98.2101
X,4068,36,1048.64,28.9474,-98.2001
X,4069,31,1030.6,28.9474,-98.1901
X,4072,11,855.32,28.9474,-98.1601
X,4073,3,980.98,28.9474,-98.1501
X,4074,11,1071.42,28.9474,-98.1401
X,4075,11,1061.92,28.9474,-98.1301
X,4117,45,1062.04,28.8974,-98.1801
X,4118,31,1069.02,28.8974,-98.1701
X,4119,45,1069.02,28.8874,-98.1901
Z,130,0,1104.06,29.1277,-98.4698
Z,131,0,1098.16,29.1277,-98.4598
Z,132,0,1104.06,29.1277,-98.4498
Z,156,0,1062.26,29.1177,-98.4498
Z,157,0,1062.26,29.1177,-98.4398
Z,158,0,1059.12,29.1177,-98.4298
Z,187,0,1062.24,29.1077,-98.4398
Z,188,0,1062.24,29.1077,-98.4298
Z,2592,0,1124.44,29.3574,-98.1801
Z,2593,0,1214.4,29.3574,-98.1701
Z,2610,0,1161.04,29.3474,-98.1901
Z,2611,0,1157.92,29.3474,-98.1801
Z,2628,0,1155.96,29.3374,-98.2201
Z,2645,0,1228.78,29.3274,-98.2201
Z,2646,0,1155.98,29.3274,-98.2101
Z,2647,0,1210.46,29.3274,-98.2001
Z,2648,0,1353.96,29.3274,-98.1901
Z,2649,0,1168.44,29.3274,-98.1801
Z,2666,0,1155.84,29.3174,-98.2301
Z,2667,0,1321.58,29.3174,-98.2201
Z,2668,0,1353.96,29.3174,-98.2101
Z,2669,0,1353.96,29.3174,-98.2001
Z,2670,0,1353.96,29.3174,-98.1801
Z,2693,0,1321.58,29.3074,-98.2401
Z,2694,0,1321.58,29.3074,-98.2301
Z,2695,0,1353.96,29.3074,-98.2201
Z,2696,0,1353.96,29.3074,-98.1901
Z,2723,0,1155.82,29.2974,-98.2501
Z,2724,0,1321.58,29.2974,-98.2401
Z,2725,0,1353.96,29.2974,-98.2301
Z,2726,0,1353.96,29.2974,-98.2101
Z,2727,0,1353.96,29.2974,-98.2001
Z,2728,0,1353.96,29.2974,-98.1901
Z,2729,0,1279.36,29.2974,-98.1501
Z,2730,0,1279.36,29.2974,-98.1301
Z,2753,0,1219.92,29.2874,-98.2601
Z,2754,0,1353.96,29.2874,-98.1801
Z,2755,0,1262.62,29.2874,-98.1501
Z,2786,0,1219.92,29.2774,-98.2701
Z,2788,0,1353.96,29.2774,-98.1901
Z,2789,0,1353.96,29.2774,-98.1801
Z,2790,0,1353.96,29.2774,-98.1701
Z,2791,0,1262.62,29.2774,-98.1501
Z,2822,0,1321.54,29.2674,-98.2701
Z,2823,0,1321.54,29.2674,-98.2601
Z,2824,0,1321.54,29.2674,-98.2501
Z,2825,0,1321.54,29.2674,-98.2401
Z,2826,0,1353.9,29.2674,-98.2201
Z,2827,0,1353.9,29.2674,-98.1901
Z,2828,0,1353.9,29.2674,-98.1801
Z,2829,0,1353.9,29.2674,-98.1701
Z,2830,0,1353.9,29.2674,-98.1601
Z,2864,0,1219.92,29.2574,-98.2801
Z,2865,0,1219.92,29.2574,-98.2701
Z,2866,0,1321.52,29.2574,-98.2601
Z,2867,0,1321.52,29.2574,-98.2301
Z,2868,0,1353.9,29.2574,-98.2201
Z,2869,0,1353.9,29.2574,-98.1901
Z,2870,0,1353.9,29.2574,-98.1801
Z,2871,0,1353.9,29.2574,-98.1501
Z,2904,0,1145.02,29.2474,-98.2901
Z,2905,0,1145.02,29.2474,-98.2801
Z,2906,0,1321.52,29.2474,-98.2401
Z,2907,0,1353.88,29.2474,-98.2001
Z,2944,0,1163.12,29.2374,-98.3001
Z,2945,0,1258.54,29.2374,-98.2901
Z,2946,0,1235.14,29.2374,-98.2801
Z,2947,0,1194.94,29.2374,-98.2701
Z,2948,0,1194.94,29.2374,-98.2501
Z,2949,0,1303.6,29.2374,-98.2401
Z,2950,0,1303.6,29.2374,-98.2301
Z,2951,0,1342.9,29.2374,-98.2101
Z,2952,0,1342.9,29.2374,-98.2001
Z,2953,0,1342.9,29.2374,-98.1901
Z,2954,0,1342.9,29.2374,-98.1701
Z,2955,0,1342.9,29.2374,-98.1601
Z,2956,0,1342.9,29.2374,-98.1501
Z,2957,0,1342.9,29.2374,-98.1401
Z,2993,0,1181.28,29.2274,-98.3101
Z,2995,0,1195.58,29.2274,-98.2901
Z,2996,0,1192.54,29.2274,-98.2801
Z,2997,0,1194.92,29.2274,-98.2701
Z,2998,0,1197.14,29.2274,-98.2601
Z,2999,0,1303.6,29.2274,-98.2401
Z,3000,0,1342.88,29.2274,-98.2201
Z,3001,0,1342.88,29.2274,-98.2101
Z,3002,0,1342.88,29.2274,-98.1901
Z,3003,0,1342.88,29.2274,-98.1401
Z,3004,0,1342.88,29.2274,-98.1201
Z,3038,0,1173.1,29.2174,-98.3201
Z,3039,0,1140.78,29.2174,-98.3101
Z,3040,0,1173.1,29.2174,-98.2901
Z,3041,0,1197.14,29.2174,-98.2601
Z,3042,0,1303.58,29.2174,-98.2501
Z,3043,0,1303.58,29.2174,-98.2401
Z,3044,0,1303.58,29.2174,-98.2301
Z,3045,0,1303.58,29.2174,-98.2201
Z,3046,0,1303.58,29.2174,-98.2101
Z,3047,0,1342.86,29.2174,-98.1901
Z,3048,0,1342.86,29.2174,-98.1601
Z,3049,0,1342.86,29.2174,-98.1401
Z,3087,0,1239.58,29.2074,-98.2901
Z,3088,0,1107.38,29.2074,-98.2401
Z,3089,0,1107.38,29.2074,-98.2301
Z,3090,0,1195.54,29.2074,-98.2201
Z,3091,0,1303.56,29.2074,-98.2101
Z,3092,0,1303.56,29.2074,-98.2001
Z,3093,0,1303.56,29.2074,-98.1601
Z,3094,0,1303.56,29.2074,-98.1401
Z,3135,0,1275.6,29.1974,-98.2801
Z,3137,0,1322.08,29.1974,-98.2401
Z,3138,0,1173.1,29.1974,-98.2201
Z,3139,0,1173.1,29.1974,-98.2101
Z,3140,0,1303.56,29.1974,-98.2001
Z,3141,0,1303.56,29.1974,-98.1801
Z,3142,0,1303.56,29.1974,-98.1701
Z,3178,0,1186.68,29.1874,-98.3401
Z,3179,0,1219.72,29.1874,-98.3301
Z,3180,0,1219.72,29.1874,-98.3101
Z,3181,0,1171.32,29.1874,-98.3001
Z,3182,0,1171.32,29.1874,-98.2901
Z,3183,0,1171.32,29.1874,-98.2801
Z,3184,0,1092.84,29.1874,-98.2701
Z,3185,0,1192.04,29.1874,-98.2501
Z,3186,0,1192.04,29.1874,-98.2301
Z,3187,0,1322.08,29.1874,-98.2101
Z,3188,0,1322.08,29.1874,-98.2001
Z,3189,0,1303.54,29.1874,-98.1901
Z,3228,0,1219.74,29.1774,-98.3501
Z,3229,0,1173.56,29.1774,-98.3401
Z,3230,0,1073,29.1774,-98.3301
Z,3231,0,1073,29.1774,-98.3201
Z,3232,0,1124.62,29.1774,-98.3101
Z,3233,0,1122.16,29.1774,-98.3001
Z,3234,0,1144.88,29.1774,-98.2901
Z,3236,0,1106.04,29.1774,-98.2701
Z,3237,0,1116.6,29.1774,-98.2601
Z,3238,0,1106.04,29.1774,-98.2501
Z,3239,0,1140.74,29.1774,-98.2401
Z,3240,0,1240.2,29.1774,-98.2301
Z,3241,0,1173.1,29.1774,-98.2201
Z,3242,0,1140.74,29.1774,-98.2001
Z,3243,0,1303.54,29.1774,-98.1901
Z,3244,0,1303.54,29.1774,-98.1801
Z,3281,0,1187.82,29.1674,-98.3601
Z,3282,0,1084.8,29.1674,-98.3501
Z,3283,0,1122.14,29.1674,-98.3401
Z,3284,0,1125.46,29.1674,-98.3201
Z,3285,0,1125.46,29.1674,-98.3101
Z,3286,0,1073.02,29.1674,-98.3001
Z,3287,0,1073.02,29.1674,-98.2901
Z,3288,0,1092.84,29.1674,-98.2801
Z,3289,0,1171.34,29.1674,-98.2701
Z,3290,0,1171.34,29.1674,-98.2601
Z,3291,0,1171.34,29.1674,-98.2501
Z,3292,0,1171.34,29.1674,-98.2401
Z,3293,0,1171.34,29.1674,-98.2301
Z,3294,0,1186.7,29.1674,-98.2101
Z,3295,0,1322.08,29.1674,-98.2001
Z,3296,0,1173.1,29.1674,-98.1901
Z,3297,0,1140.72,29.1674,-98.1801
Z,3298,0,1171.24,29.1674,-98.1701
Z,3299,0,1240.26,29.1674,-98.1601
Z,3347,0,1095.54,29.1574,-98.2201
Z,3348,0,1095.54,29.1574,-98.1901
Z,3349,0,1054.48,29.1574,-98.1801
Z,3350,0,1140.72,29.1574,-98.1701
Z,3351,0,1140.72,29.1574,-98.1601
Z,3392,0,1092.8,29.1474,-98.2901
Z,3394,0,1125.4,29.1474,-98.2701
Z,3445,0,1188.98,29.1374,-98.2601
Z,3446,0,1125.4,29.1374,-98.2501
Z,3448,0,1116.28,29.1374,-98.2301
Z,3449,0,1125.4,29.1374,-98.2201
Z,3450,0,1112.58,29.1374,-98.2101
