index,RunID, LON, LAT,tag,Coord_ID,YIELD,land cover,county,Distance to Plant
1133,1365,-98.3298,28.8977,-98.3298.28.8977,1365,11.3584,71,ATASCOSA,72.3582
1134,1366,-98.3198,28.8977,-98.3198.28.8977,1366,11.96,52,ATASCOSA,71.113
1135,1367,-98.3098,28.8977,-98.3098.28.8977,1367,11.968,52,ATASCOSA,71.2838
1136,1368,-98.2998,28.8977,-98.2998.28.8977,1368,10.8188,71,ATASCOSA,72.0844
1137,1369,-98.2898,28.8977,-98.2898.28.8977,1369,11.5794,82,ATASCOSA,72.8642
1138,1371,-98.2698,28.8977,-98.2698.28.8977,1371,11.5794,81,ATASCOSA,75.7683
1139,1372,-98.2598,28.8977,-98.2598.28.8977,1372,11.4038,81,ATASCOSA,77.5377
1140,1373,-98.2498,28.8977,-98.2498.28.8977,1373,11.5152,52,ATASCOSA,78.2821
1141,1374,-98.2398,28.8977,-98.2398.28.8977,1374,12.1164,52,ATASCOSA,81.1987
1142,1375,-98.2298,28.8977,-98.2298.28.8977,1375,12.7612,52,ATASCOSA,81.1987
1143,1376,-98.2198,28.8977,-98.2198.28.8977,1376,12.02,52,ATASCOSA,81.1987
1144,1377,-98.2098,28.8977,-98.2098.28.8977,1377,11.7808,52,ATASCOSA,79.9719
1145,1378,-98.7998,28.8877,-98.7998.28.8877,1378,1.1744,82,ATASCOSA,88.5912
1146,1379,-98.7898,28.8877,-98.7898.28.8877,1379,1.9834,82,ATASCOSA,84.5744
1147,1380,-98.7798,28.8877,-98.7798.28.8877,1380,1.9832,82,ATASCOSA,84.2733
1148,1381,-98.7698,28.8877,-98.7698.28.8877,1381,1.7324,82,ATASCOSA,84.0109
1149,1383,-98.7498,28.8877,-98.7498.28.8877,1383,2.0098,71,ATASCOSA,81.0375
1150,1384,-98.7398,28.8877,-98.7398.28.8877,1384,1.765,52,ATASCOSA,80.0754
1151,1386,-98.7198,28.8877,-98.7198.28.8877,1386,1.765,82,ATASCOSA,78.6982
1152,1388,-98.6998,28.8877,-98.6998.28.8877,1388,1.6074,52,ATASCOSA,78.173
1153,1389,-98.6898,28.8877,-98.6898.28.8877,1389,1.6074,52,ATASCOSA,72.8834
1154,1390,-98.6798,28.8877,-98.6798.28.8877,1390,1.8086,52,ATASCOSA,72.8524
1155,1391,-98.6698,28.8877,-98.6698.28.8877,1391,2.0098,82,ATASCOSA,71.4116
1156,1392,-98.6598,28.8877,-98.6598.28.8877,1392,1.8086,81,ATASCOSA,70.2803
1157,1394,-98.6398,28.8877,-98.6398.28.8877,1394,1.8086,82,ATASCOSA,69.2553
1158,1396,-98.6198,28.8877,-98.6198.28.8877,1396,1.9062,52,ATASCOSA,72.897
1159,1397,-98.6098,28.8877,-98.6098.28.8877,1397,2.1828,71,ATASCOSA,68.3978
1160,1398,-98.5998,28.8877,-98.5998.28.8877,1398,10.5552,82,ATASCOSA,67.5608
1161,1399,-98.5898,28.8877,-98.5898.28.8877,1399,10.5552,52,ATASCOSA,65.2812
1162,1400,-98.5798,28.8877,-98.5798.28.8877,1400,10.8062,52,ATASCOSA,64.1722
1163,1401,-98.5698,28.8877,-98.5698.28.8877,1401,10.5552,81,ATASCOSA,63.6131
1164,1402,-98.5598,28.8877,-98.5598.28.8877,1402,10.8062,71,ATASCOSA,65.9772
1165,1403,-98.5498,28.8877,-98.5498.28.8877,1403,10.712,81,ATASCOSA,63.1765
1166,1404,-98.5398,28.8877,-98.5398.28.8877,1404,11.1002,71,ATASCOSA,61.8849
1167,1405,-98.5298,28.8877,-98.5298.28.8877,1405,10.5552,81,ATASCOSA,62.8464
1168,1406,-98.5198,28.8877,-98.5198.28.8877,1406,10.077,52,ATASCOSA,62.1786
1169,1407,-98.5098,28.8877,-98.5098.28.8877,1407,10.5552,90,ATASCOSA,59.246
1170,1408,-98.4998,28.8877,-98.4998.28.8877,1408,10.3104,71,ATASCOSA,62.4605
1171,1409,-98.4898,28.8877,-98.4898.28.8877,1409,10.3104,52,ATASCOSA,61.9201
1172,1410,-98.4798,28.8877,-98.4798.28.8877,1410,10.426,71,ATASCOSA,61.1138
1173,1411,-98.4698,28.8877,-98.4698.28.8877,1411,11.0776,52,ATASCOSA,60.9097
1174,1413,-98.4498,28.8877,-98.4498.28.8877,1413,11.008,52,ATASCOSA,60.1748
1175,1414,-98.4398,28.8877,-98.4398.28.8877,1414,11.1884,71,ATASCOSA,59.9689
1176,1415,-98.4298,28.8877,-98.4298.28.8877,1415,10.966,81,ATASCOSA,58.898
1177,1416,-98.4198,28.8877,-98.4198.28.8877,1416,11.1884,52,ATASCOSA,57.9016
1178,1417,-98.4098,28.8877,-98.4098.28.8877,1417,11.1884,52,ATASCOSA,58.259
1179,1419,-98.3898,28.8877,-98.3898.28.8877,1419,10.902,71,ATASCOSA,58.6568
1180,1420,-98.3798,28.8877,-98.3798.28.8877,1420,11.008,52,ATASCOSA,59.7262
1181,1421,-98.3698,28.8877,-98.3698.28.8877,1421,10.9916,71,ATASCOSA,63.2309
1182,1422,-98.3598,28.8877,-98.3598.28.8877,1422,11.4894,71,ATASCOSA,62.9083
1183,1423,-98.3498,28.8877,-98.3498.28.8877,1423,11.5584,52,ATASCOSA,73.3669
1184,1424,-98.3398,28.8877,-98.3398.28.8877,1424,11.5584,52,ATASCOSA,73.3669
1185,1425,-98.3298,28.8877,-98.3298.28.8877,1425,11.4474,52,ATASCOSA,71.5586
1186,1426,-98.3198,28.8877,-98.3198.28.8877,1426,11.9812,52,ATASCOSA,70.6618
1187,1427,-98.3098,28.8877,-98.3098.28.8877,1427,11.5666,52,ATASCOSA,70.6403
1188,1428,-98.2998,28.8877,-98.2998.28.8877,1428,11.5796,52,ATASCOSA,71.4293
1189,1429,-98.2898,28.8877,-98.2898.28.8877,1429,11.7552,82,ATASCOSA,73.0291
1190,1430,-98.2798,28.8877,-98.2798.28.8877,1430,10.8182,82,ATASCOSA,73.9073
1191,1431,-98.2698,28.8877,-98.2698.28.8877,1431,12.0202,81,ATASCOSA,76.6192
1192,1432,-98.2598,28.8877,-98.2598.28.8877,1432,10.8182,71,ATASCOSA,77.2436
1193,1433,-98.2498,28.8877,-98.2498.28.8877,1433,11.4862,81,ATASCOSA,77.9423
1194,1434,-98.2398,28.8877,-98.2398.28.8877,1434,10.8054,52,ATASCOSA,81.1987
1195,1435,-98.2298,28.8877,-98.2298.28.8877,1435,12.3916,71,ATASCOSA,81.1987
1196,1437,-98.2098,28.8877,-98.2098.28.8877,1437,9.4382,52,ATASCOSA,79.9719
1197,1438,-98.1998,28.8877,-98.1998.28.8877,1438,11.908,52,ATASCOSA,79.9719
1198,1439,-98.7998,28.8777,-98.7998.28.8777,1439,1.7742,81,ATASCOSA,87.7547
1199,1440,-98.7898,28.8777,-98.7898.28.8777,1440,1.9828,81,ATASCOSA,88.4931
1200,1441,-98.7798,28.8777,-98.7798.28.8777,1441,1.652,52,ATASCOSA,84.2706
1201,1442,-98.7698,28.8777,-98.7698.28.8777,1442,1.7324,71,ATASCOSA,82.8866
1202,1444,-98.7498,28.8777,-98.7498.28.8777,1444,1.765,81,ATASCOSA,80.9951
1203,1445,-98.7398,28.8777,-98.7398.28.8777,1445,2.0098,82,ATASCOSA,79.2956
1204,1447,-98.7198,28.8777,-98.7198.28.8777,1447,1.8262,82,ATASCOSA,77.8231
1205,1448,-98.7098,28.8777,-98.7098.28.8777,1448,1.8086,82,ATASCOSA,77.356
1206,1449,-98.6998,28.8777,-98.6998.28.8777,1449,1.8262,52,ATASCOSA,76.8105
1207,1450,-98.6898,28.8777,-98.6898.28.8777,1450,1.6056,52,ATASCOSA,73.3697
1208,1451,-98.6798,28.8777,-98.6798.28.8777,1451,1.8262,81,ATASCOSA,72.7809
1209,1452,-98.6698,28.8777,-98.6698.28.8777,1452,1.8914,82,ATASCOSA,71.9439
1210,1453,-98.6598,28.8777,-98.6598.28.8777,1453,1.7708,81,ATASCOSA,72.5728
1211,1454,-98.6498,28.8777,-98.6498.28.8777,1454,1.8914,81,ATASCOSA,74.1688
1212,1455,-98.6398,28.8777,-98.6398.28.8777,1455,1.6074,52,ATASCOSA,70.2125
1213,1456,-98.6298,28.8777,-98.6298.28.8777,1456,1.6074,81,ATASCOSA,71.1678
1214,1457,-98.6198,28.8777,-98.6198.28.8777,1457,1.9158,81,ATASCOSA,69.9063
1215,1458,-98.6098,28.8777,-98.6098.28.8777,1458,2.256,81,ATASCOSA,67.5015
1216,1459,-98.5998,28.8777,-98.5998.28.8777,1459,2.4286,52,ATASCOSA,66.9445
1217,1460,-98.5898,28.8777,-98.5898.28.8777,1460,10.0772,82,ATASCOSA,66.8151
1218,1462,-98.5698,28.8777,-98.5698.28.8777,1462,10.8062,82,ATASCOSA,64.7265
1219,1463,-98.5598,28.8777,-98.5598.28.8777,1463,10.555,82,ATASCOSA,64.7317
1220,1464,-98.5498,28.8777,-98.5498.28.8777,1464,11.789,52,ATASCOSA,65.1564
1221,1465,-98.5398,28.8777,-98.5398.28.8777,1465,10.0772,52,ATASCOSA,62.9976
1222,1466,-98.5298,28.8777,-98.5298.28.8777,1466,10.555,52,ATASCOSA,63.512
1223,1468,-98.5098,28.8777,-98.5098.28.8777,1468,10.8062,81,ATASCOSA,63.759
1224,1469,-98.4998,28.8777,-98.4998.28.8777,1469,10.673,71,ATASCOSA,64.7332
1225,1470,-98.4798,28.8777,-98.4798.28.8777,1470,11.975,71,ATASCOSA,63.1153
1226,1471,-98.4698,28.8777,-98.4698.28.8777,1471,11.077,71,ATASCOSA,62.1414
1227,1473,-98.4498,28.8777,-98.4498.28.8777,1473,10.6032,90,ATASCOSA,61.9174
1228,1474,-98.4398,28.8777,-98.4398.28.8777,1474,11.008,52,ATASCOSA,60.8418
1229,1475,-98.4298,28.8777,-98.4298.28.8777,1475,11.4522,52,ATASCOSA,60.8252
1230,1476,-98.4198,28.8777,-98.4198.28.8777,1476,11.0836,52,ATASCOSA,58.3433
1231,1477,-98.4098,28.8777,-98.4098.28.8777,1477,11.008,52,ATASCOSA,67.4389
1232,1478,-98.3998,28.8777,-98.3998.28.8777,1478,10.3102,52,ATASCOSA,59.7709
1233,1479,-98.3898,28.8777,-98.3898.28.8777,1479,11.1898,52,ATASCOSA,58.3956
1234,1480,-98.3798,28.8777,-98.3798.28.8777,1480,10.99,52,ATASCOSA,60.6595
1235,1481,-98.3698,28.8777,-98.3698.28.8777,1481,10.7384,81,ATASCOSA,67.4182
1236,1482,-98.3598,28.8777,-98.3598.28.8777,1482,11.489,52,ATASCOSA,67.4667
1237,1483,-98.3498,28.8777,-98.3498.28.8777,1483,11.489,52,ATASCOSA,73.3669
1238,1484,-98.3398,28.8777,-98.3398.28.8777,1484,12.1868,52,ATASCOSA,69.1205
1239,1485,-98.3298,28.8777,-98.3298.28.8777,1485,10.8616,71,ATASCOSA,68.8883
1240,1487,-98.3098,28.8777,-98.3098.28.8777,1487,11.5666,81,ATASCOSA,69.9785
1241,1488,-98.2998,28.8777,-98.2998.28.8777,1488,11.5666,52,ATASCOSA,72.2434
1242,1489,-98.2898,28.8777,-98.2898.28.8777,1489,10.8164,81,ATASCOSA,72.7653
1243,1490,-98.2798,28.8777,-98.2798.28.8777,1490,11.0496,90,ATASCOSA,73.6487
1244,1491,-98.2698,28.8777,-98.2698.28.8777,1491,12.0202,52,ATASCOSA,79.2228
1245,1492,-98.2598,28.8777,-98.2598.28.8777,1492,11.5762,52,ATASCOSA,78.8034
1246,1493,-98.2498,28.8777,-98.2498.28.8777,1493,11.4142,81,ATASCOSA,78.2366
1247,1494,-98.2398,28.8777,-98.2398.28.8777,1494,12.9694,52,ATASCOSA,78.2366
1248,1495,-98.2298,28.8777,-98.2298.28.8777,1495,12.2642,52,ATASCOSA,78.2366
1249,1496,-98.2198,28.8777,-98.2198.28.8777,1496,12.2874,52,ATASCOSA,79.81
1250,1497,-98.2098,28.8777,-98.2098.28.8777,1497,12.2874,52,ATASCOSA,79.81
1251,1498,-98.1998,28.8777,-98.1998.28.8777,1498,7.4066,52,ATASCOSA,79.6951
1252,1499,-98.1898,28.8777,-98.1898.28.8777,1499,12.2642,52,ATASCOSA,78.8565
1253,1500,-98.7998,28.8677,-98.7998.28.8677,1500,2.3408,82,ATASCOSA,86.2146
1254,1502,-98.7798,28.8677,-98.7798.28.8677,1502,2.0908,81,ATASCOSA,84.3643
1255,1504,-98.7598,28.8677,-98.7598.28.8677,1504,2.0908,71,ATASCOSA,81.3356
1256,1505,-98.7498,28.8677,-98.7498.28.8677,1505,2.186,82,ATASCOSA,80.8603
1257,1506,-98.7398,28.8677,-98.7398.28.8677,1506,2.0776,82,ATASCOSA,77.8537
1258,1507,-98.7298,28.8677,-98.7298.28.8677,1507,2.0776,52,ATASCOSA,77.8537
1259,1508,-98.7198,28.8677,-98.7198.28.8677,1508,2.3282,82,ATASCOSA,77.2494
1260,1509,-98.7098,28.8677,-98.7098.28.8677,1509,2.103,71,ATASCOSA,76.2014
1261,1510,-98.6998,28.8677,-98.6998.28.8677,1510,2.1656,52,ATASCOSA,74.7644
1262,1511,-98.6898,28.8677,-98.6898.28.8677,1511,2.1412,90,ATASCOSA,73.9134
1263,1512,-98.6798,28.8677,-98.6798.28.8677,1512,1.388,52,ATASCOSA,75.0675
1264,1513,-98.6698,28.8677,-98.6698.28.8677,1513,2.297,81,ATASCOSA,75.4711
1265,1514,-98.6598,28.8677,-98.6598.28.8677,1514,2.0776,52,ATASCOSA,74.3092
1266,1515,-98.6498,28.8677,-98.6498.28.8677,1515,1.851,81,ATASCOSA,72.867
1267,1516,-98.6398,28.8677,-98.6398.28.8677,1516,2.103,81,ATASCOSA,72.0307
1268,1517,-98.6298,28.8677,-98.6298.28.8677,1517,2.1656,82,ATASCOSA,74.0201
1269,1519,-98.6098,28.8677,-98.6098.28.8677,1519,2.382,52,ATASCOSA,69.0512
1270,1520,-98.5998,28.8677,-98.5998.28.8677,1520,2.331,82,ATASCOSA,67.9282
1271,1521,-98.5898,28.8677,-98.5898.28.8677,1521,2.331,82,ATASCOSA,67.7023
1272,1522,-98.5798,28.8677,-98.5798.28.8677,1522,10.4836,82,ATASCOSA,66.5044
1273,1524,-98.5598,28.8677,-98.5598.28.8677,1524,10.3072,52,ATASCOSA,65.9126
1274,1525,-98.5498,28.8677,-98.5498.28.8677,1525,10.3072,52,ATASCOSA,65.7735
1275,1527,-98.5298,28.8677,-98.5298.28.8677,1527,10.181,71,ATASCOSA,66.1403
1276,1528,-98.5198,28.8677,-98.5198.28.8677,1528,10.4836,81,ATASCOSA,66.0397
1277,1529,-98.5098,28.8677,-98.5098.28.8677,1529,10.4836,52,ATASCOSA,64.7887
1278,1531,-98.4898,28.8677,-98.4898.28.8677,1531,10.9082,52,ATASCOSA,64.3203
1279,1532,-98.4798,28.8677,-98.4798.28.8677,1532,10.9044,52,ATASCOSA,63.4712
1280,1533,-98.4698,28.8677,-98.4698.28.8677,1533,10.844,71,ATASCOSA,63.463
1281,1534,-98.4598,28.8677,-98.4598.28.8677,1534,10.8472,81,ATASCOSA,62.9843
1282,1535,-98.4498,28.8677,-98.4498.28.8677,1535,11.0082,52,ATASCOSA,62.7286
1283,1536,-98.4398,28.8677,-98.4398.28.8677,1536,11.0082,82,ATASCOSA,63.7408
1284,1537,-98.4298,28.8677,-98.4298.28.8677,1537,10.4514,52,ATASCOSA,60.9593
1285,1538,-98.4198,28.8677,-98.4198.28.8677,1538,11.0082,52,ATASCOSA,67.7812
1286,1539,-98.4098,28.8677,-98.4098.28.8677,1539,10.8472,81,ATASCOSA,67.2363
1287,1540,-98.3998,28.8677,-98.3998.28.8677,1540,11.0082,52,ATASCOSA,66.4436
1288,1541,-98.3898,28.8677,-98.3898.28.8677,1541,11.0624,81,ATASCOSA,65.0225
1289,1542,-98.3698,28.8677,-98.3698.28.8677,1542,10.6944,52,ATASCOSA,67.1734
1290,1543,-98.3598,28.8677,-98.3598.28.8677,1543,11.4292,52,ATASCOSA,67.4667
1291,1544,-98.3498,28.8677,-98.3498.28.8677,1544,10.8458,52,ATASCOSA,65.7956
1292,1545,-98.3398,28.8677,-98.3398.28.8677,1545,12.055,81,ATASCOSA,67.0198
1293,1546,-98.3298,28.8677,-98.3298.28.8677,1546,10.6972,52,ATASCOSA,67.9498
1294,1547,-98.3198,28.8677,-98.3198.28.8677,1547,11.452,52,ATASCOSA,69.5714
1295,1548,-98.3098,28.8677,-98.3098.28.8677,1548,11.452,81,ATASCOSA,70.1865
1296,1549,-98.2998,28.8677,-98.2998.28.8677,1549,11.8518,52,ATASCOSA,72.9894
1297,1550,-98.2898,28.8677,-98.2898.28.8677,1550,11.8518,52,ATASCOSA,72.9894
1298,1551,-98.2798,28.8677,-98.2798.28.8677,1551,11.2336,71,ATASCOSA,81.0425
1299,1552,-98.2698,28.8677,-98.2698.28.8677,1552,11.452,52,ATASCOSA,80.2913
1300,1553,-98.2598,28.8677,-98.2598.28.8677,1553,10.8048,81,ATASCOSA,79.8408
1301,1554,-98.2498,28.8677,-98.2498.28.8677,1554,13.052,52,ATASCOSA,79.8408
1302,1555,-98.2398,28.8677,-98.2398.28.8677,1555,11.0234,52,ATASCOSA,78.284
1303,1556,-98.2298,28.8677,-98.2298.28.8677,1556,13.052,52,ATASCOSA,78.2366
1304,1557,-98.2198,28.8677,-98.2198.28.8677,1557,13.052,52,ATASCOSA,79.81
1305,1558,-98.2098,28.8677,-98.2098.28.8677,1558,12.14,52,ATASCOSA,79.81
1306,1559,-98.1998,28.8677,-98.1998.28.8677,1559,9.6108,52,ATASCOSA,79.81
1307,1560,-98.1898,28.8677,-98.1898.28.8677,1560,11.6044,52,ATASCOSA,78.0088
1308,1561,-98.1798,28.8677,-98.1798.28.8677,1561,11.6044,52,ATASCOSA,77.38
1309,1562,-98.7998,28.8577,-98.7998.28.8577,1562,2.0876,52,ATASCOSA,87.6313
1310,1564,-98.7798,28.8577,-98.7798.28.8577,1564,2.0908,82,ATASCOSA,83.4498
1311,1565,-98.7698,28.8577,-98.7698.28.8577,1565,2.3406,52,ATASCOSA,83.0776
1312,1566,-98.7598,28.8577,-98.7598.28.8577,1566,1.8558,52,ATASCOSA,81.4083
1313,1567,-98.7498,28.8577,-98.7498.28.8577,1567,2.0776,52,ATASCOSA,80.5363
1314,1568,-98.7398,28.8577,-98.7398.28.8577,1568,2.3282,52,ATASCOSA,79.289
1315,1569,-98.7298,28.8577,-98.7298.28.8577,1569,2.0284,52,ATASCOSA,78.344
1316,1570,-98.7198,28.8577,-98.7198.28.8577,1570,2.0776,52,ATASCOSA,77.231
1317,1573,-98.6898,28.8577,-98.6898.28.8577,1573,2.1058,52,ATASCOSA,76.7009
1318,1574,-98.6798,28.8577,-98.6798.28.8577,1574,2.103,52,ATASCOSA,75.6916
1319,1575,-98.6698,28.8577,-98.6698.28.8577,1575,1.851,82,ATASCOSA,78.7673
1320,1576,-98.6598,28.8577,-98.6598.28.8577,1576,1.851,52,ATASCOSA,75.7543
1321,1577,-98.6498,28.8577,-98.6498.28.8577,1577,1.8484,81,ATASCOSA,76.7424
1322,1579,-98.6298,28.8577,-98.6298.28.8577,1579,1.3878,81,ATASCOSA,73.0345
1323,1580,-98.6198,28.8577,-98.6198.28.8577,1580,2.3638,52,ATASCOSA,73.1549
1324,1581,-98.6098,28.8577,-98.6098.28.8577,1581,2.3002,81,ATASCOSA,69.1718
1325,1582,-98.5998,28.8577,-98.5998.28.8577,1582,2.3572,52,ATASCOSA,68.5926
1326,1583,-98.5898,28.8577,-98.5898.28.8577,1583,2.331,52,ATASCOSA,68.5976
1327,1584,-98.5798,28.8577,-98.5798.28.8577,1584,9.866,82,ATASCOSA,67.6049
1328,1585,-98.5698,28.8577,-98.5698.28.8577,1585,10.1808,52,ATASCOSA,67.759
1329,1586,-98.5598,28.8577,-98.5598.28.8577,1586,9.866,82,ATASCOSA,67.5569
1330,1587,-98.5498,28.8577,-98.5498.28.8577,1587,9.866,52,ATASCOSA,67.7102
1331,1588,-98.5398,28.8577,-98.5398.28.8577,1588,10.4838,52,ATASCOSA,65.2219
1332,1589,-98.5298,28.8577,-98.5298.28.8577,1589,10.6688,81,ATASCOSA,65.2148
1333,1590,-98.5198,28.8577,-98.5198.28.8577,1590,10.4838,71,ATASCOSA,67.3369
1334,1591,-98.5098,28.8577,-98.5098.28.8577,1591,11.44,71,ATASCOSA,65.898
1335,1592,-98.4998,28.8577,-98.4998.28.8577,1592,11.008,52,ATASCOSA,66.627
1336,1593,-98.4898,28.8577,-98.4898.28.8577,1593,11.008,52,ATASCOSA,67.6366
1337,1594,-98.4798,28.8577,-98.4798.28.8577,1594,10.4518,71,ATASCOSA,64.5835
1338,1595,-98.4698,28.8577,-98.4698.28.8577,1595,11.062,52,ATASCOSA,64.5753
1339,1596,-98.4598,28.8577,-98.4598.28.8577,1596,10.799,52,ATASCOSA,63.4861
1340,1597,-98.4498,28.8577,-98.4498.28.8577,1597,10.842,71,ATASCOSA,63.3455
1341,1599,-98.4298,28.8577,-98.4298.28.8577,1599,10.5644,52,ATASCOSA,64.2716
1342,1600,-98.4198,28.8577,-98.4198.28.8577,1600,10.842,52,ATASCOSA,67.7812
1343,1601,-98.4098,28.8577,-98.4098.28.8577,1601,11.008,52,ATASCOSA,67.2018
1344,1602,-98.3998,28.8577,-98.3998.28.8577,1602,11.008,52,ATASCOSA,66.4983
1345,1603,-98.3898,28.8577,-98.3898.28.8577,1603,11.064,52,ATASCOSA,64.5952
1346,1604,-98.3798,28.8577,-98.3798.28.8577,1604,11.062,52,ATASCOSA,63.5468
1347,1606,-98.3598,28.8577,-98.3598.28.8577,1606,11.429,52,ATASCOSA,64.6118
1348,1607,-98.3498,28.8577,-98.3498.28.8577,1607,11.429,52,ATASCOSA,65.5795
1349,1608,-98.3398,28.8577,-98.3398.28.8577,1608,11.429,52,ATASCOSA,66.4711
1350,1609,-98.3298,28.8577,-98.3298.28.8577,1609,10.8412,52,ATASCOSA,67.6756
1351,1610,-98.3198,28.8577,-98.3198.28.8577,1610,10.4822,52,ATASCOSA,71.1222
1352,1611,-98.3098,28.8577,-98.3098.28.8577,1611,10.6546,81,ATASCOSA,71.1571
1353,1612,-98.2998,28.8577,-98.2998.28.8577,1612,10.6546,81,ATASCOSA,71.6887
1354,1613,-98.2898,28.8577,-98.2898.28.8577,1613,11.2336,71,ATASCOSA,73.454
1355,1614,-98.2798,28.8577,-98.2798.28.8577,1614,10.6546,81,ATASCOSA,79.4297
1356,1615,-98.2698,28.8577,-98.2698.28.8577,1615,11.8838,52,ATASCOSA,79.134
1357,1616,-98.2598,28.8577,-98.2598.28.8577,1616,12.539,90,ATASCOSA,79.7837
1358,1617,-98.2498,28.8577,-98.2498.28.8577,1617,13.0518,52,ATASCOSA,79.9776
1359,1618,-98.2398,28.8577,-98.2398.28.8577,1618,11.8564,52,ATASCOSA,79.9776
1360,1619,-98.2298,28.8577,-98.2298.28.8577,1619,12.3564,52,ATASCOSA,79.9776
1361,1620,-98.2198,28.8577,-98.2198.28.8577,1620,12.0294,52,ATASCOSA,79.81
1362,1621,-98.2098,28.8577,-98.2098.28.8577,1621,11.8564,81,ATASCOSA,79.81
1363,1623,-98.1898,28.8577,-98.1898.28.8577,1623,11.0234,52,ATASCOSA,76.7186
1364,1624,-98.1798,28.8577,-98.1798.28.8577,1624,11.0234,52,ATASCOSA,76.4379
1365,1625,-98.1698,28.8577,-98.1698.28.8577,1625,7.2574,52,ATASCOSA,76.1873
1366,1626,-98.7998,28.8477,-98.7998.28.8477,1626,2.0908,81,ATASCOSA,87.6749
1367,1627,-98.7898,28.8477,-98.7898.28.8477,1627,2.0908,52,ATASCOSA,85.2789
1368,1629,-98.7698,28.8477,-98.7698.28.8477,1629,2.2018,52,ATASCOSA,82.6042
1369,1630,-98.7598,28.8477,-98.7598.28.8477,1630,2.0908,52,ATASCOSA,81.6921
1370,1631,-98.7498,28.8477,-98.7498.28.8477,1631,2.3282,52,ATASCOSA,80.1358
1371,1632,-98.7398,28.8477,-98.7398.28.8477,1632,2.137,90,ATASCOSA,79.5156
1372,1633,-98.7298,28.8477,-98.7298.28.8477,1633,1.8494,82,ATASCOSA,79.0947
1373,1634,-98.7198,28.8477,-98.7198.28.8477,1634,1.8494,82,ATASCOSA,77.7183
1374,1637,-98.6898,28.8477,-98.6898.28.8477,1637,2.1412,52,ATASCOSA,78.2813
1375,1638,-98.6798,28.8477,-98.6798.28.8477,1638,2.1412,52,ATASCOSA,79.7241
1376,1639,-98.6698,28.8477,-98.6698.28.8477,1639,2.1412,52,ATASCOSA,80.758
1377,1640,-98.6598,28.8477,-98.6598.28.8477,1640,2.1656,81,ATASCOSA,81.4142
1378,1641,-98.6498,28.8477,-98.6498.28.8477,1641,1.851,52,ATASCOSA,76.5945
1379,1642,-98.6398,28.8477,-98.6398.28.8477,1642,2.103,52,ATASCOSA,77.0002
1380,1643,-98.6298,28.8477,-98.6298.28.8477,1643,2.103,52,ATASCOSA,74.0611
1381,1644,-98.6198,28.8477,-98.6198.28.8477,1644,2.0606,52,ATASCOSA,74.5907
1382,1645,-98.6098,28.8477,-98.6098.28.8477,1645,2.0606,71,ATASCOSA,72.0913
1383,1647,-98.5898,28.8477,-98.5898.28.8477,1647,2.5734,71,ATASCOSA,69.7108
1384,1648,-98.5798,28.8477,-98.5798.28.8477,1648,2.4042,81,ATASCOSA,70.5037
1385,1649,-98.5698,28.8477,-98.5698.28.8477,1649,10.6682,52,ATASCOSA,69.537
1386,1650,-98.5598,28.8477,-98.5598.28.8477,1650,10.6896,90,ATASCOSA,68.5544
1387,1651,-98.5498,28.8477,-98.5498.28.8477,1651,10.4838,52,ATASCOSA,67.4966
1388,1652,-98.5398,28.8477,-98.5398.28.8477,1652,9.8706,52,ATASCOSA,66.3341
1389,1653,-98.5298,28.8477,-98.5298.28.8477,1653,10.4078,81,ATASCOSA,66.3308
1390,1654,-98.5198,28.8477,-98.5198.28.8477,1654,11.4396,90,ATASCOSA,68.2661
1391,1655,-98.5098,28.8477,-98.5098.28.8477,1655,10.4838,52,ATASCOSA,67.0048
1392,1656,-98.4998,28.8477,-98.4998.28.8477,1656,10.4516,52,ATASCOSA,68.1832
1393,1657,-98.4898,28.8477,-98.4898.28.8477,1657,10.2334,52,ATASCOSA,68.0543
1394,1658,-98.4798,28.8477,-98.4798.28.8477,1658,10.842,52,ATASCOSA,67.3143
1395,1659,-98.4698,28.8477,-98.4698.28.8477,1659,10.7988,52,ATASCOSA,65.9157
1396,1660,-98.4598,28.8477,-98.4598.28.8477,1660,10.842,90,ATASCOSA,66.0805
1397,1661,-98.4498,28.8477,-98.4498.28.8477,1661,10.7772,52,ATASCOSA,70.6146
1398,1663,-98.4298,28.8477,-98.4298.28.8477,1663,11.0076,52,ATASCOSA,68.5682
1399,1664,-98.4198,28.8477,-98.4198.28.8477,1664,10.1812,81,ATASCOSA,67.5922
1400,1665,-98.4098,28.8477,-98.4098.28.8477,1665,11.3842,71,ATASCOSA,66.6197
1401,1666,-98.3998,28.8477,-98.3998.28.8477,1666,11.2672,52,ATASCOSA,65.6461
1402,1667,-98.3898,28.8477,-98.3898.28.8477,1667,11.2672,52,ATASCOSA,64.61
1403,1668,-98.3798,28.8477,-98.3798.28.8477,1668,11.2672,52,ATASCOSA,81.9319
1404,1669,-98.3698,28.8477,-98.3698.28.8477,1669,10.8456,52,ATASCOSA,63.1485
1405,1670,-98.3598,28.8477,-98.3598.28.8477,1670,11.4024,52,ATASCOSA,63.8864
1406,1671,-98.3498,28.8477,-98.3498.28.8477,1671,11.429,52,ATASCOSA,68.3266
1407,1672,-98.3398,28.8477,-98.3398.28.8477,1672,10.8456,52,ATASCOSA,68.0235
