VARIABLE,DEPOT,PARCEL,VALUE,Coord_ID,YLT,XLON
X,0,2287,870,2617,28.6977,-98.7898
X,0,2288,887.96,2618,28.6977,-98.7798
X,0,2348,875.6,2684,28.6877,-98.7098
X,0,2349,875.6,2685,28.6877,-98.6998
X,0,2350,875.6,2686,28.6877,-98.6898
X,0,2351,0,2687,28.6877,-98.6798
X,0,2351,901.42,2687,28.6877,-98.6798
X,0,2351,0,2687,28.6877,-98.6798
X,0,2352,978.24,2688,28.6877,-98.6698
X,0,2425,0,2765,28.6777,-98.4598
X,0,2425,0,2765,28.6777,-98.4598
X,0,2425,1051.18,2765,28.6777,-98.4598
X,0,2426,1098.94,2766,28.6777,-98.4498
X,0,2427,1006.42,2767,28.6777,-98.4398
X,0,2432,997.74,2772,28.6777,-98.3898
X,0,2488,0,2832,28.6677,-98.3398
X,0,2488,1168.06,2832,28.6677,-98.3398
X,0,2489,1097.86,2833,28.6677,-98.3298
X,0,2491,0,2836,28.6677,-98.2998
X,0,2491,1118.54,2836,28.6677,-98.2998
X,0,2493,1068.58,2838,28.6677,-98.2798
X,0,2493,0,2838,28.6677,-98.2798
X,0,2493,0,2838,28.6677,-98.2798
X,0,2494,874.36,2839,28.6677,-98.2698
X,0,2496,878.88,2841,28.6577,-98.7898
X,0,2497,878.88,2842,28.6577,-98.7798
X,0,2498,878.88,2843,28.6577,-98.7698
X,0,2499,1030.54,2846,28.6577,-98.7398
X,0,2500,1030.54,2847,28.6577,-98.7298
X,0,2501,1030.54,2848,28.6577,-98.7198
X,0,2502,901.48,2849,28.6577,-98.7098
X,0,2503,974.28,2850,28.6577,-98.6998
X,0,2504,901.48,2851,28.6577,-98.6898
X,0,2505,964.52,2853,28.6577,-98.6698
X,0,2557,1221.34,2912,29.3974,-98.1701
X,0,2558,1200.86,2914,29.3974,-98.1501
X,0,2559,772.12,2915,29.3974,-98.1401
X,0,2560,1294.2,2916,29.3974,-98.1301
X,0,2561,1133.56,2917,29.3874,-98.1701
X,0,2563,1133.56,2919,29.3874,-98.1501
X,0,2564,1331.9,2921,29.3874,-98.1301
X,0,2565,1178.4,2922,29.3774,-98.1801
X,0,2566,1178.76,2924,29.3774,-98.1601
X,0,2567,1133.6,2925,29.3774,-98.1501
X,0,2568,1181.2,2926,29.3774,-98.1401
X,0,2570,1223.36,2928,29.3774,-98.0801
X,0,2571,0,2929,29.3774,-98.0701
X,0,2571,0,2929,29.3774,-98.0701
X,0,2571,1203.4,2929,29.3774,-98.0701
X,0,2572,1167.28,2930,29.3774,-98.0601
X,0,2573,1222.22,2931,29.3774,-98.0501
X,0,2574,1222.22,2932,29.3774,-98.0401
X,0,2576,1382.2,2935,29.3774,-98.0101
X,0,2627,1247.86,3047,29.3474,-97.8601
X,0,2629,1291.78,3050,29.3374,-98.2001
X,0,2629,0,3050,29.3374,-98.2001
X,0,2630,1249.56,3051,29.3374,-98.1901
X,0,2631,1181.08,3052,29.3374,-98.1801
X,0,2632,1181.08,3053,29.3374,-98.1701
X,0,2632,0,3053,29.3374,-98.1701
X,0,2633,1100.68,3054,29.3374,-98.1601
X,0,2634,1298.9,3059,29.3374,-98.1101
X,0,2635,1209.88,3061,29.3374,-98.0901
X,0,2636,1184.08,3063,29.3374,-98.0701
X,0,2637,1308.04,3069,29.3374,-98.0101
X,0,2638,1258.08,3074,29.3374,-97.9601
X,0,2639,1404.26,3076,29.3374,-97.9401
X,0,2640,1404.26,3077,29.3374,-97.9301
X,0,2640,0,3077,29.3374,-97.9301
X,0,2641,1247.84,3081,29.3374,-97.8901
X,0,2642,1290.04,3082,29.3374,-97.8801
X,0,2643,1247.94,3083,29.3374,-97.8701
X,0,2697,1382.62,3170,29.3074,-98.1801
X,0,2698,1298.88,3171,29.3074,-98.1701
X,0,2699,0,3173,29.3074,-98.1501
X,0,2699,0,3173,29.3074,-98.1501
X,0,2699,1298.88,3173,29.3074,-98.1501
X,0,2700,0,3175,29.3074,-98.1301
X,0,2700,0,3175,29.3074,-98.1301
X,0,2700,1298.88,3175,29.3074,-98.1301
X,0,2701,1298.88,3177,29.3074,-98.1101
X,0,2702,0,3179,29.3074,-98.0901
X,0,2702,0,3179,29.3074,-98.0901
X,0,2702,1298.88,3179,29.3074,-98.0901
X,0,2703,1209.76,3180,29.3074,-98.0801
X,0,2704,1155.3,3181,29.3074,-98.0701
X,0,2705,0,3182,29.3074,-98.0601
X,0,2705,1299.64,3182,29.3074,-98.0601
X,0,2706,1308.02,3183,29.3074,-98.0501
X,0,2707,1308.02,3184,29.3074,-98.0401
X,0,2708,1308.02,3185,29.3074,-98.0301
X,0,2709,1308.02,3186,29.3074,-98.0201
X,0,2710,1308.02,3187,29.3074,-98.0101
X,0,2711,1368.54,3190,29.3074,-97.9801
X,0,2712,1363.74,3193,29.3074,-97.9501
X,0,2713,1258.08,3194,29.3074,-97.9401
X,0,2714,1215.22,3195,29.3074,-97.9301
X,0,2715,1247.78,3196,29.3074,-97.9201
X,0,2716,1290.04,3198,29.3074,-97.9001
X,0,2717,1247.78,3200,29.3074,-97.8801
X,0,2767,1199.66,3276,29.2874,-98.0001
X,0,2768,0,3277,29.2874,-97.9901
X,0,2768,0,3277,29.2874,-97.9901
X,0,2768,1308,3277,29.2874,-97.9901
X,0,2769,0,3278,29.2874,-97.9801
X,0,2769,0,3278,29.2874,-97.9801
X,0,2769,1349.08,3278,29.2874,-97.9801
X,0,2770,1207.86,3280,29.2874,-97.9601
X,0,2771,1363.74,3282,29.2874,-97.9401
X,0,2772,1258.06,3283,29.2874,-97.9301
X,0,2774,1258.06,3285,29.2874,-97.9101
X,0,2775,1258.06,3286,29.2874,-97.9001
X,0,2776,1258.06,3287,29.2874,-97.8901
X,0,2777,1290.04,3288,29.2874,-97.8801
X,0,2778,1223.74,3289,29.2874,-97.8701
X,0,2779,1378.88,3290,29.2874,-97.8601
X,0,2780,0,3291,29.2874,-97.8501
X,0,2780,1378.88,3291,29.2874,-97.8501
X,0,2781,1378.88,3292,29.2874,-97.8401
X,0,2782,1378.88,3293,29.2874,-97.8301
X,0,2784,1241.44,3295,29.2874,-97.8101
X,0,2785,1307.54,3296,29.2874,-97.8001
X,0,2787,0,3304,29.2774,-98.2001
X,0,2787,1382.6,3304,29.2774,-98.2001
X,0,2837,0,3366,29.2674,-98.0701
X,0,2837,1100.7,3366,29.2674,-98.0701
X,0,2838,1188.72,3367,29.2674,-98.0601
X,0,2839,1007.14,3369,29.2674,-98.0401
X,0,2840,1155.32,3370,29.2674,-98.0301
X,0,2841,1298.86,3371,29.2674,-98.0201
X,0,2842,1298.86,3372,29.2674,-98.0101
X,0,2844,1290.14,3375,29.2674,-97.9801
X,0,2845,1220.04,3376,29.2674,-97.9701
X,0,2846,1344.16,3377,29.2674,-97.9601
X,0,2847,1215.16,3378,29.2674,-97.9501
X,0,2848,1258.04,3380,29.2674,-97.9301
X,0,2849,0,3381,29.2674,-97.9201
X,0,2849,0,3381,29.2674,-97.9201
X,0,2849,1208.24,3381,29.2674,-97.9201
X,0,2850,1258.04,3382,29.2674,-97.9101
X,0,2854,1258.04,3386,29.2674,-97.8701
X,0,2855,1312.48,3387,29.2674,-97.8601
X,0,2908,1382.62,3458,29.2474,-98.1801
X,0,2909,1382.62,3460,29.2474,-98.1601
X,0,2910,1382.62,3461,29.2474,-98.1501
X,0,2911,0,3462,29.2474,-98.1401
X,0,2911,1382.62,3462,29.2474,-98.1401
X,0,2911,0,3462,29.2474,-98.1401
X,0,2912,1382.62,3464,29.2474,-98.1201
X,0,2913,1212.74,3465,29.2474,-98.1101
X,0,2914,1212.74,3466,29.2474,-98.1001
X,0,2915,1046.84,3467,29.2474,-98.0901
X,0,2916,1046.84,3468,29.2474,-98.0801
X,0,2917,1046.84,3469,29.2474,-98.0701
X,0,2918,1037.5,3470,29.2474,-98.0601
X,0,2918,0,3470,29.2474,-98.0601
X,0,2919,1196.32,3471,29.2474,-98.0501
X,0,2935,0,3492,29.2474,-97.8401
X,0,2935,1222,3492,29.2474,-97.8401
X,0,2936,1143.18,3493,29.2474,-97.8301
X,0,2937,1222,3494,29.2474,-97.8201
X,0,2938,1222,3495,29.2474,-97.8101
X,0,2939,1298.46,3496,29.2474,-97.8001
X,0,2941,1336.74,3498,29.2474,-97.7801
X,0,2941,0,3498,29.2474,-97.7801
X,0,2981,0,3545,29.2374,-97.8601
X,0,2984,0,3548,29.2374,-97.8301
X,0,2984,0,3548,29.2374,-97.8301
X,0,2984,1222,3548,29.2374,-97.8301
X,0,2985,1222,3549,29.2374,-97.8201
X,0,2987,1222,3551,29.2374,-97.8001
X,0,2988,1191.2,3552,29.2374,-97.7901
X,0,2989,0,3553,29.2374,-97.7801
X,0,2989,0,3553,29.2374,-97.7801
X,0,2989,1336.74,3553,29.2374,-97.7801
X,0,2990,1336.74,3554,29.2374,-97.7701
X,0,2991,1358.22,3555,29.2374,-97.7601
X,0,2992,1336.74,3556,29.2374,-97.7501
X,0,2994,1197.8,3558,29.2274,-98.3001
X,0,3008,1083.6,3580,29.2274,-98.0801
X,0,3051,1366.22,3633,29.2174,-98.1201
X,0,3052,1200.14,3634,29.2174,-98.1101
X,0,3053,0,3635,29.2174,-98.1001
X,0,3053,0,3635,29.2174,-98.1001
X,0,3053,1224.26,3635,29.2174,-98.1001
X,0,3054,1255,3636,29.2174,-98.0901
X,0,3056,1046.78,3640,29.2174,-98.0501
X,0,3057,0,3641,29.2174,-98.0401
X,0,3057,0,3641,29.2174,-98.0401
X,0,3057,1024.48,3641,29.2174,-98.0401
X,0,3058,0,3642,29.2174,-98.0301
X,0,3058,1046.78,3642,29.2174,-98.0301
X,0,3059,1094.06,3643,29.2174,-98.0201
X,0,3060,1086.16,3645,29.2174,-98.0001
X,0,3062,0,3647,29.2174,-97.9801
X,0,3063,1041.64,3648,29.2174,-97.9701
X,0,3064,1103.14,3649,29.2174,-97.9601
X,0,3065,1093,3650,29.2174,-97.9501
X,0,3066,1193.46,3651,29.2174,-97.9401
X,0,3118,1137.52,3710,29.2074,-97.8801
X,0,3120,0,3712,29.2074,-97.8601
X,0,3120,1166.38,3712,29.2074,-97.8601
X,0,3121,1108.76,3713,29.2074,-97.8501
X,0,3122,0,3714,29.2074,-97.8401
X,0,3122,0,3714,29.2074,-97.8401
X,0,3122,1068,3714,29.2074,-97.8401
X,0,3123,1258.66,3715,29.2074,-97.8301
X,0,3124,1221.98,3716,29.2074,-97.8201
X,0,3125,1221.98,3717,29.2074,-97.8101
X,0,3126,1246.66,3718,29.2074,-97.8001
X,0,3127,0,3719,29.2074,-97.7901
X,0,3127,0,3719,29.2074,-97.7901
X,0,3127,1191.16,3719,29.2074,-97.7901
X,0,3128,1205.72,3721,29.2074,-97.7701
X,0,3129,1188.86,3722,29.2074,-97.7601
X,0,3130,805.66,3723,29.2074,-97.7501
X,0,3131,1179.9,3724,29.1974,-98.3301
X,0,3132,1165.16,3725,29.1974,-98.3201
X,0,3133,1238.2,3726,29.1974,-98.3101
X,0,3133,0,3726,29.1974,-98.3101
X,0,3134,1080.36,3727,29.1974,-98.3001
X,0,3136,1259.64,3729,29.1974,-98.2601
X,0,3190,1329.1,3794,29.1874,-98.1701
X,0,3191,1329.1,3795,29.1874,-98.1601
X,0,3192,0,3796,29.1874,-98.1501
X,0,3192,1188.6,3796,29.1874,-98.1501
X,0,3192,0,3796,29.1874,-98.1501
X,0,3193,1239.62,3797,29.1874,-98.1401
X,0,3194,1219.12,3798,29.1874,-98.1301
X,0,3195,1184.7,3800,29.1874,-98.1101
X,0,3195,0,3800,29.1874,-98.1101
X,0,3196,698.12,3801,29.1874,-98.1001
X,0,3197,698.12,3802,29.1874,-98.0901
X,0,3198,1200.18,3803,29.1874,-98.0801
X,0,3199,1236.14,3804,29.1874,-98.0701
X,0,3200,1281.32,3805,29.1874,-98.0601
X,0,3201,1200.18,3806,29.1874,-98.0501
X,0,3202,0,3807,29.1874,-98.0401
X,0,3202,1262.74,3807,29.1874,-98.0401
X,0,3202,0,3807,29.1874,-98.0401
X,0,3203,1200.18,3808,29.1874,-98.0301
X,0,3204,1091.04,3810,29.1874,-98.0101
X,0,3205,1091.04,3811,29.1874,-98.0001
X,0,3206,1046.78,3812,29.1874,-97.9901
X,0,3207,1125.56,3813,29.1874,-97.9801
X,0,3208,1135.08,3814,29.1874,-97.9701
X,0,3256,1281.34,3864,29.1774,-98.0501
X,0,3257,0,3865,29.1774,-98.0401
X,0,3257,1184.7,3865,29.1774,-98.0401
X,0,3259,0,3867,29.1774,-98.0201
X,0,3259,1226.08,3867,29.1774,-98.0201
X,0,3259,0,3867,29.1774,-98.0201
X,0,3260,1083.5,3868,29.1774,-98.0101
X,0,3261,1046.78,3869,29.1774,-98.0001
X,0,3262,1104.06,3871,29.1774,-97.9701
X,0,3263,1076.08,3872,29.1774,-97.9601
X,0,3264,0,3873,29.1774,-97.9501
X,0,3265,1178.12,3874,29.1774,-97.9401
X,0,3266,1178.12,3875,29.1774,-97.9301
X,0,3267,1148.12,3876,29.1774,-97.9201
X,0,3268,1148.12,3877,29.1774,-97.9101
X,0,3269,1160.74,3878,29.1774,-97.9001
X,0,3270,1137.48,3879,29.1774,-97.8901
X,0,3271,1108.76,3880,29.1774,-97.8801
X,0,3272,0,3881,29.1774,-97.8701
X,0,3272,784.54,3881,29.1774,-97.8701
X,0,3272,0,3881,29.1774,-97.8701
X,0,3273,784.54,3882,29.1774,-97.8601
X,0,3274,1139.58,3883,29.1774,-97.8501
X,0,3275,1139.58,3884,29.1774,-97.8401
X,0,3276,1139.58,3885,29.1774,-97.8301
X,0,3277,1181.26,3886,29.1774,-97.8201
X,0,3278,1181.26,3887,29.1774,-97.8101
X,0,3279,1139.58,3888,29.1774,-97.8001
X,0,3327,0,3938,29.1674,-97.8701
X,0,3327,1137.44,3938,29.1674,-97.8701
X,0,3328,1139.58,3939,29.1674,-97.8601
X,0,3328,0,3939,29.1674,-97.8601
X,0,3329,0,3940,29.1674,-97.8501
X,0,3329,0,3940,29.1674,-97.8501
X,0,3329,1162.7,3940,29.1674,-97.8501
X,0,3330,1147.8,3941,29.1674,-97.8401
X,0,3331,0,3942,29.1674,-97.8301
X,0,3331,1139.58,3942,29.1674,-97.8301
X,0,3331,0,3942,29.1674,-97.8301
X,0,3332,1181.26,3943,29.1674,-97.8201
X,0,3333,1139.58,3944,29.1674,-97.8101
X,0,3334,1037.44,3945,29.1574,-98.3601
X,0,3335,0,3946,29.1574,-98.3501
X,0,3335,1016.8,3946,29.1574,-98.3501
X,0,3335,0,3946,29.1574,-98.3501
X,0,3336,1037.44,3947,29.1574,-98.3401
X,0,3337,1144.22,3948,29.1574,-98.3301
X,0,3338,1094.48,3949,29.1574,-98.3201
X,0,3339,1080.34,3950,29.1574,-98.3101
X,0,3340,1080.34,3951,29.1574,-98.3001
X,0,3341,1182.52,3952,29.1574,-98.2901
X,0,3342,0,3954,29.1574,-98.2701
X,0,3342,0,3954,29.1574,-98.2701
X,0,3342,1185.22,3954,29.1574,-98.2701
X,0,3343,1185.22,3955,29.1574,-98.2601
X,0,3344,1185.22,3956,29.1574,-98.2501
X,0,3345,1182.52,3957,29.1574,-98.2401
X,0,3346,1135.56,3958,29.1574,-98.2301
X,0,3398,1135.56,4013,29.1474,-98.2301
X,0,3399,1080.32,4014,29.1474,-98.2201
X,0,3400,1080.32,4015,29.1474,-98.2101
X,0,3401,1118.54,4016,29.1474,-98.2001
X,0,3402,1104.58,4017,29.1474,-98.1901
X,0,3403,1197.76,4021,29.1474,-98.1401
X,0,3404,1214.52,4022,29.1474,-98.1301
X,0,3405,1219.14,4023,29.1474,-98.1201
X,0,3406,1171.48,4024,29.1474,-98.1101
X,0,3407,1218.44,4025,29.1474,-98.1001
X,0,3408,1263.54,4026,29.1474,-98.0901
X,0,3409,1257.7,4027,29.1474,-98.0801
X,0,3410,1263.54,4028,29.1474,-98.0701
X,0,3411,1263.54,4029,29.1474,-98.0601
X,0,3412,1197.76,4030,29.1474,-98.0501
X,0,3414,0,4032,29.1474,-98.0301
X,0,3414,0,4032,29.1474,-98.0301
X,0,3414,1165.94,4032,29.1474,-98.0301
X,0,3416,1281.3,4034,29.1474,-98.0101
X,0,3417,1237.58,4035,29.1474,-98.0001
X,0,3424,1168.76,4042,29.1474,-97.9301
X,0,3425,1077.12,4043,29.1474,-97.9201
X,0,3426,1077.12,4044,29.1474,-97.9101
X,0,3427,1077.12,4045,29.1474,-97.9001
X,0,3429,1160.72,4047,29.1474,-97.8801
X,0,3429,0,4047,29.1474,-97.8801
X,0,3430,1178.06,4048,29.1474,-97.8701
X,0,3431,1147.38,4049,29.1474,-97.8601
X,0,3432,0,4050,29.1474,-97.8501
X,0,3432,0,4050,29.1474,-97.8501
X,0,3432,1154.22,4050,29.1474,-97.8501
X,0,3433,1154.22,4051,29.1474,-97.8401
X,0,3475,0,4099,29.1374,-97.9101
X,0,3476,1178.04,4100,29.1374,-97.9001
X,0,3477,1224.96,4101,29.1374,-97.8901
X,0,3480,1168.76,4104,29.1374,-97.8601
X,0,3481,0,4105,29.1374,-97.8501
X,0,3481,0,4105,29.1374,-97.8501
X,0,3481,1224.96,4105,29.1374,-97.8501
X,0,3482,1218.18,4106,29.1274,-98.3901
X,0,3483,0,4108,29.1274,-98.3701
X,0,3484,1037.4,4109,29.1274,-98.3601
X,0,3486,1097.64,4111,29.1274,-98.3401
X,0,3487,1136.78,4112,29.1274,-98.3301
X,0,3488,1097.64,4114,29.1274,-98.3101
X,0,3494,1131,4121,29.1274,-98.2201
X,0,3496,0,4123,29.1274,-98.2001
X,0,3496,1121.96,4123,29.1274,-98.2001
X,0,3499,1115.84,4126,29.1274,-98.1601
X,0,3501,1135.56,4129,29.1274,-98.1301
X,0,3502,1119.82,4130,29.1274,-98.1201
X,0,3503,1119.82,4131,29.1274,-98.1101
X,0,3506,1251.32,4134,29.1274,-98.0801
X,0,3544,0,4174,29.1174,-98.2301
X,0,3544,1073.32,4174,29.1174,-98.2301
X,0,3545,1115.84,4175,29.1174,-98.2201
X,0,3546,1182.52,4176,29.1174,-98.2101
X,0,3547,1155.38,4177,29.1174,-98.2001
X,0,3548,1104.58,4178,29.1174,-98.1901
X,0,3549,1080.32,4180,29.1174,-98.1701
X,0,3550,0,4181,29.1174,-98.1601
X,0,3550,0,4181,29.1174,-98.1601
X,0,3550,1107.16,4181,29.1174,-98.1601
X,0,3551,1126.52,4182,29.1174,-98.1501
X,0,3552,1135.52,4183,29.1174,-98.1401
X,0,3553,1135.52,4184,29.1174,-98.1301
X,0,3554,1119.82,4185,29.1174,-98.1201
X,0,3555,1135.52,4186,29.1174,-98.1101
X,0,3555,0,4186,29.1174,-98.1101
X,0,3556,1135.52,4187,29.1174,-98.1001
X,0,3557,1227.2,4188,29.1174,-98.0901
X,0,3558,1263.52,4189,29.1174,-98.0801
X,0,3559,1251.3,4191,29.1174,-98.0601
X,0,3559,0,4191,29.1174,-98.0601
X,0,3560,1263.52,4192,29.1174,-98.0501
X,0,3570,1196.26,4202,29.1174,-97.9501
X,0,3571,1030.1,4203,29.1174,-97.9401
X,0,3571,0,4203,29.1174,-97.9401
X,0,3572,1125.74,4204,29.1174,-97.9301
X,0,3574,1157.76,4206,29.1174,-97.9101
X,0,3575,1139.14,4207,29.1174,-97.9001
X,0,3611,1171.64,4244,29.1074,-98.0301
X,0,3612,756.96,4245,29.1074,-98.0201
X,0,3613,1205.16,4246,29.1074,-98.0101
X,0,3614,0,4247,29.1074,-98.0001
X,0,3614,1171.64,4247,29.1074,-98.0001
X,0,3615,1183.28,4248,29.1074,-97.9901
X,0,3616,1304.34,4249,29.1074,-97.9801
X,0,3617,1203.1,4250,29.1074,-97.9701
X,0,3618,1147.24,4251,29.1074,-97.9601
X,0,3619,1203.1,4252,29.1074,-97.9501
X,0,3620,0,4253,29.1074,-97.9401
X,0,3620,1165.18,4253,29.1074,-97.9401
X,0,3621,1237.14,4254,29.1074,-97.9301
X,0,3622,1233.4,4256,29.1074,-97.9101
X,0,3623,0,4257,29.1074,-97.9001
X,0,3623,1233.4,4257,29.1074,-97.9001
X,0,3624,1131.38,4258,29.1074,-97.8901
X,0,3625,0,4259,29.0974,-98.3901
X,0,3625,0,4259,29.0974,-98.3901
X,0,3625,1085.9,4259,29.0974,-98.3901
X,0,3626,1067.38,4260,29.0974,-98.3801
X,0,3627,1085.22,4261,29.0974,-98.3701
X,0,3628,0,4263,29.0974,-98.3501
X,0,3628,0,4263,29.0974,-98.3501
X,0,3628,1142.52,4263,29.0974,-98.3501
X,0,3629,1014.92,4266,29.0974,-98.3201
X,0,3630,1142.52,4267,29.0974,-98.3101
X,0,3684,1047.6,4334,29.0874,-98.1201
X,0,3685,1112.02,4335,29.0874,-98.1101
X,0,3686,1076.86,4336,29.0874,-98.1001
X,0,3687,1157.18,4337,29.0874,-98.0901
X,0,3688,1105.08,4338,29.0874,-98.0801
X,0,3689,1125.1,4339,29.0874,-98.0701
X,0,3690,1105.08,4340,29.0874,-98.0601
X,0,3691,1021.68,4342,29.0874,-98.0401
X,0,3692,1087.5,4343,29.0874,-98.0301
X,0,3693,1087.5,4344,29.0874,-98.0201
X,0,3694,1108.82,4345,29.0874,-98.0101
X,0,3695,1087.5,4346,29.0874,-98.0001
X,0,3696,1105.08,4347,29.0874,-97.9901
X,0,3697,0,4348,29.0874,-97.9801
X,0,3697,1073.26,4348,29.0874,-97.9801
X,0,3697,0,4348,29.0874,-97.9801
X,0,3698,1147.24,4349,29.0874,-97.9701
X,0,3699,1203.1,4351,29.0874,-97.9501
X,0,3700,1165.16,4352,29.0874,-97.9401
X,0,3747,1183.24,4404,29.0674,-98.3101
X,0,3748,1188.42,4405,29.0674,-98.3001
X,0,3750,1134.34,4407,29.0674,-98.2801
X,0,3751,1134.34,4408,29.0674,-98.2701
X,0,3753,1141.96,4411,29.0674,-98.2401
X,0,3754,1079.6,4413,29.0674,-98.2201
X,0,3755,1085.22,4414,29.0674,-98.2101
X,0,3756,1085.22,4415,29.0674,-98.2001
X,0,3757,1141.96,4416,29.0674,-98.1901
X,0,3759,1024.4,4418,29.0674,-98.1701
X,0,3760,0,4419,29.0674,-98.1601
X,0,3760,0,4419,29.0674,-98.1601
X,0,3760,1060,4419,29.0674,-98.1601
X,0,3761,1071.12,4420,29.0674,-98.1401
X,0,3762,734.18,4421,29.0674,-98.1301
X,0,3763,0,4422,29.0674,-98.1201
X,0,3763,0,4422,29.0674,-98.1201
X,0,3763,1127.54,4422,29.0674,-98.1201
X,0,3764,1052.48,4423,29.0674,-98.1101
X,0,3765,0,4425,29.0674,-98.0901
X,0,3765,0,4425,29.0674,-98.0901
X,0,3765,1087.62,4425,29.0674,-98.0901
X,0,3766,1098.22,4426,29.0674,-98.0801
X,0,3767,1068.6,4427,29.0674,-98.0701
X,0,3768,1088.54,4428,29.0674,-98.0601
X,0,3778,0,4440,29.0674,-97.9401
X,0,3778,1074.46,4440,29.0674,-97.9401
X,0,3778,0,4440,29.0674,-97.9401
X,0,3779,1053.1,4441,29.0574,-98.3501
X,0,3781,1125.06,4444,29.0574,-98.3201
X,0,3782,0,4445,29.0574,-98.3101
X,0,3782,0,4445,29.0574,-98.3101
X,0,3782,1087.46,4445,29.0574,-98.3101
X,0,3783,1245.2,4446,29.0574,-98.3001
X,0,3785,0,4448,29.0574,-98.2801
X,0,3785,1185.74,4448,29.0574,-98.2801
X,0,3786,1188.42,4449,29.0574,-98.2701
X,0,3787,1205.22,4450,29.0574,-98.2601
X,0,3789,1183.16,4452,29.0574,-98.2401
X,0,3790,1205.22,4453,29.0574,-98.2301
X,0,3791,1205.22,4454,29.0574,-98.2201
X,0,3792,1062.14,4455,29.0574,-98.2101
X,0,3793,1110.54,4456,29.0574,-98.2001
X,0,3832,1153.12,4498,29.0474,-98.1701
X,0,3833,1024.4,4500,29.0474,-98.1501
X,0,3833,0,4500,29.0474,-98.1501
X,0,3834,1196.32,4501,29.0474,-98.1401
X,0,3835,1024.4,4502,29.0474,-98.1301
X,0,3836,1077.54,4503,29.0474,-98.1101
X,0,3836,0,4503,29.0474,-98.1101
X,0,3837,1085.1,4504,29.0474,-98.1001
X,0,3838,1007.62,4505,29.0474,-98.0901
X,0,3839,1099.42,4506,29.0474,-98.0801
X,0,3840,1072.52,4507,29.0474,-98.0701
X,0,3851,1096.94,4521,29.0374,-98.3001
X,0,3852,1108.76,4523,29.0374,-98.2801
X,0,3854,1108.76,4525,29.0374,-98.2501
X,0,3855,1157.16,4526,29.0374,-98.2401
X,0,3856,1108.76,4527,29.0374,-98.2301
X,0,3860,1094.66,4532,29.0374,-98.1801
X,0,3861,0,4533,29.0374,-98.1701
X,0,3861,1125.02,4533,29.0374,-98.1701
X,0,3861,0,4533,29.0374,-98.1701
X,0,3863,1041.66,4536,29.0374,-98.1401
X,0,3864,1300.86,4537,29.0374,-98.1301
X,0,3896,1224.48,4573,29.0274,-98.1101
X,0,3897,1126.16,4574,29.0274,-98.1001
X,0,3898,1236.02,4575,29.0274,-98.0901
X,0,3900,1177.1,4579,29.0274,-98.0501
X,0,3901,0,4581,29.0274,-98.0301
X,0,3901,0,4581,29.0274,-98.0301
X,0,3901,1120.02,4581,29.0274,-98.0301
X,0,3902,1087.9,4582,29.0274,-98.0201
X,0,3903,0,4583,29.0274,-98.0101
X,0,3903,0,4583,29.0274,-98.0101
X,0,3903,1107.34,4583,29.0274,-98.0101
X,0,3904,1120.02,4584,29.0274,-98.0001
X,0,3905,1085.06,4585,29.0174,-98.3101
X,0,3906,1085.06,4586,29.0174,-98.3001
X,0,3907,990.14,4587,29.0174,-98.2901
X,0,3908,0,4588,29.0174,-98.2801
X,0,3908,0,4588,29.0174,-98.2801
X,0,3908,1098.74,4588,29.0174,-98.2801
X,0,3909,1088.44,4589,29.0174,-98.2701
X,0,3910,1091.18,4590,29.0174,-98.2601
X,0,3970,0,4655,28.9974,-98.1801
X,0,3971,1099.36,4656,28.9974,-98.1701
X,0,3972,1052.6,4657,28.9974,-98.1601
X,0,3973,1085.08,4658,28.9974,-98.1501
X,0,3974,1066.92,4659,28.9974,-98.1401
X,0,3975,1052.6,4660,28.9974,-98.1301
X,0,3976,1052.6,4661,28.9974,-98.1201
X,0,3977,1111.94,4662,28.9974,-98.1101
X,0,3978,1040.46,4663,28.9974,-98.0901
X,0,3979,1066.92,4664,28.9974,-98.0801
X,0,3980,1068.34,4665,28.9974,-98.0701
X,0,4036,1083.8,4723,28.9674,-98.1801
X,0,4039,0,4726,28.9674,-98.1501
X,0,4039,1082.78,4726,28.9674,-98.1501
X,0,4039,0,4726,28.9674,-98.1501
X,0,4040,1080.5,4727,28.9674,-98.1401
X,0,4041,1129,4728,28.9674,-98.1301
X,0,4042,1129,4729,28.9674,-98.1201
X,0,4043,1086.92,4730,28.9674,-98.1101
X,0,4044,1113.34,4731,28.9674,-98.1001
X,0,4045,1193.42,4732,28.9674,-98.0901
X,0,4046,1031.8,4733,28.9674,-98.0801
X,0,4047,1083.82,4734,28.9574,-98.2601
X,0,4048,1064.28,4735,28.9574,-98.2501
X,0,4049,1048.48,4736,28.9574,-98.2401
X,0,4062,0,4751,28.9574,-98.0901
X,0,4062,0,4751,28.9574,-98.0901
X,0,4062,1235.6,4751,28.9574,-98.0901
X,0,4063,1080.46,4752,28.9474,-98.2501
X,0,4065,1149.22,4754,28.9474,-98.2301
X,0,4066,0,4755,28.9474,-98.2201
X,0,4066,1015.44,4755,28.9474,-98.2201
X,0,4067,1067.26,4756,28.9474,-98.2101
X,0,4067,0,4756,28.9474,-98.2101
X,0,4067,0,4756,28.9474,-98.2101
X,0,4068,1083.8,4757,28.9474,-98.2001
X,0,4069,1064.26,4758,28.9474,-98.1901
