index,parcels,yield,county
476,634,1.9186,ATASCOSA
477,635,2.165,ATASCOSA
478,636,2.0544,ATASCOSA
479,637,2.0546,ATASCOSA
480,638,10.82,ATASCOSA
481,640,10.368,ATASCOSA
482,641,10.368,ATASCOSA
483,642,10.145,ATASCOSA
484,643,10.5724,ATASCOSA
485,644,10.5724,ATASCOSA
486,645,10.8346,ATASCOSA
487,646,10.8346,ATASCOSA
488,647,10.8982,ATASCOSA
489,648,10.7042,ATASCOSA
490,649,10.8982,ATASCOSA
491,650,10.5326,ATASCOSA
492,651,10.7042,ATASCOSA
493,652,10.8468,ATASCOSA
494,654,10.8468,ATASCOSA
495,655,10.7394,ATASCOSA
496,656,10.3058,ATASCOSA
497,657,10.3112,ATASCOSA
498,658,10.77,ATASCOSA
499,659,10.8772,ATASCOSA
500,660,10.77,ATASCOSA
501,661,10.6956,ATASCOSA
502,662,10.77,ATASCOSA
503,664,10.3112,ATASCOSA
504,665,11.545,ATASCOSA
505,666,10.4622,ATASCOSA
506,667,10.8026,ATASCOSA
507,668,10.8786,ATASCOSA
508,669,10.6956,ATASCOSA
509,670,10.9712,ATASCOSA
510,671,10.744,ATASCOSA
511,672,10.4816,ATASCOSA
512,673,10.4816,ATASCOSA
513,674,10.4816,ATASCOSA
514,675,1.9744,ATASCOSA
515,676,1.9744,ATASCOSA
516,677,1.9172,ATASCOSA
517,678,1.9744,ATASCOSA
518,679,1.8928,ATASCOSA
519,680,2.092,ATASCOSA
520,681,2.092,ATASCOSA
521,682,2.092,ATASCOSA
522,683,1.9186,ATASCOSA
523,684,2.0546,ATASCOSA
524,685,2.0282,ATASCOSA
525,686,10.2594,ATASCOSA
526,687,10.145,ATASCOSA
527,688,10.5722,ATASCOSA
528,689,10.5722,ATASCOSA
529,690,10.5174,ATASCOSA
530,691,10.5722,ATASCOSA
531,692,10.5722,ATASCOSA
532,693,10.8464,ATASCOSA
533,694,10.754,ATASCOSA
534,696,10.8344,ATASCOSA
535,697,10.8982,ATASCOSA
536,699,10.7392,ATASCOSA
537,700,10.7042,ATASCOSA
538,701,11.4812,ATASCOSA
539,702,10.7042,ATASCOSA
540,703,10.3058,ATASCOSA
541,704,10.3058,ATASCOSA
542,705,10.6958,ATASCOSA
543,706,10.3498,ATASCOSA
544,709,10.6958,ATASCOSA
545,710,10.3112,ATASCOSA
546,711,10.3112,ATASCOSA
547,712,10.5578,ATASCOSA
548,713,11.5448,ATASCOSA
549,714,10.5578,ATASCOSA
550,715,10.7872,ATASCOSA
551,717,10.3112,ATASCOSA
552,718,10.9712,ATASCOSA
553,719,10.953,ATASCOSA
554,720,10.4816,ATASCOSA
555,721,10.4816,ATASCOSA
556,722,10.4816,ATASCOSA
557,723,10.4816,ATASCOSA
558,725,1.6412,ATASCOSA
559,726,1.9172,ATASCOSA
560,727,1.9744,ATASCOSA
561,728,1.9172,ATASCOSA
562,729,2.165,ATASCOSA
563,730,1.7966,ATASCOSA
564,731,2.165,ATASCOSA
565,732,2.2436,ATASCOSA
566,733,2.0222,ATASCOSA
567,734,2.1032,ATASCOSA
568,735,2.08,ATASCOSA
569,736,10.1458,ATASCOSA
570,737,10.467,ATASCOSA
571,738,10.6056,ATASCOSA
572,739,10.6056,ATASCOSA
573,740,10.2066,ATASCOSA
574,741,10.1452,ATASCOSA
575,742,10.846,ATASCOSA
576,743,10.8342,ATASCOSA
577,744,10.8342,ATASCOSA
578,745,10.3056,ATASCOSA
579,747,10.7536,ATASCOSA
580,748,10.7388,ATASCOSA
581,749,10.8982,ATASCOSA
582,750,10.7042,ATASCOSA
583,751,10.846,ATASCOSA
584,752,10.8342,ATASCOSA
585,753,11.0298,ATASCOSA
586,754,10.7694,ATASCOSA
587,755,10.9788,ATASCOSA
588,756,10.5578,ATASCOSA
589,757,6.7176,ATASCOSA
590,758,10.8754,ATASCOSA
591,759,10.7694,ATASCOSA
592,760,10.5578,ATASCOSA
593,761,10.5578,ATASCOSA
594,762,10.3496,ATASCOSA
595,763,9.8676,ATASCOSA
596,764,9.8676,ATASCOSA
597,765,9.8676,ATASCOSA
598,766,10.4608,ATASCOSA
599,767,10.3444,ATASCOSA
600,768,10.0086,ATASCOSA
601,769,10.4814,ATASCOSA
602,770,10.4814,ATASCOSA
603,771,10.6504,ATASCOSA
604,772,10.4814,ATASCOSA
605,773,10.4814,ATASCOSA
606,774,1.8282,ATASCOSA
607,775,1.8864,ATASCOSA
608,776,1.9682,ATASCOSA
609,777,1.5478,ATASCOSA
610,778,1.8864,ATASCOSA
611,779,1.9554,ATASCOSA
612,780,2.0444,ATASCOSA
613,781,2.035,ATASCOSA
614,782,1.9466,ATASCOSA
615,783,1.917,ATASCOSA
616,784,1.606,ATASCOSA
617,785,1.9602,ATASCOSA
618,786,2.097,ATASCOSA
