index,parcels,plants,distance
1223,1468,1,63.759
1224,1469,1,64.7332
1225,1470,1,63.1153
1226,1471,1,62.1414
1227,1473,1,61.9174
1228,1474,1,60.8418
1229,1475,1,60.8252
1230,1476,1,58.3433
1231,1477,1,67.4389
1232,1478,1,59.7709
1233,1479,1,58.3956
1234,1480,1,60.6595
1235,1481,1,67.4182
1236,1482,1,67.4667
1237,1483,1,73.3669
1238,1484,1,69.1205
1239,1485,1,68.8883
1240,1487,1,69.9785
1241,1488,1,72.2434
1242,1489,1,72.7653
1243,1490,1,73.6487
1244,1491,1,79.2228
1245,1492,1,78.8034
1246,1493,1,78.2366
1247,1494,1,78.2366
1248,1495,1,78.2366
1249,1496,1,79.81
1250,1497,1,79.81
1251,1498,1,79.6951
1252,1499,1,78.8565
1253,1500,1,86.2146
1254,1502,1,84.3643
1255,1504,1,81.3356
1256,1505,1,80.8603
1257,1506,1,77.8537
1258,1507,1,77.8537
1259,1508,1,77.2494
1260,1509,1,76.2014
1261,1510,1,74.7644
1262,1511,1,73.9134
1263,1512,1,75.0675
1264,1513,1,75.4711
1265,1514,1,74.3092
1266,1515,1,72.867
1267,1516,1,72.0307
1268,1517,1,74.0201
1269,1519,1,69.0512
1270,1520,1,67.9282
1271,1521,1,67.7023
1272,1522,1,66.5044
1273,1524,1,65.9126
1274,1525,1,65.7735
1275,1527,1,66.1403
1276,1528,1,66.0397
1277,1529,1,64.7887
1278,1531,1,64.3203
1279,1532,1,63.4712
1280,1533,1,63.463
1281,1534,1,62.9843
1282,1535,1,62.7286
1283,1536,1,63.7408
1284,1537,1,60.9593
1285,1538,1,67.7812
1286,1539,1,67.2363
1287,1540,1,66.4436
1288,1541,1,65.0225
1289,1542,1,67.1734
1290,1543,1,67.4667
1291,1544,1,65.7956
1292,1545,1,67.0198
1293,1546,1,67.9498
1294,1547,1,69.5714
1295,1548,1,70.1865
1296,1549,1,72.9894
1297,1550,1,72.9894
1298,1551,1,81.0425
1299,1552,1,80.2913
1300,1553,1,79.8408
1301,1554,1,79.8408
1302,1555,1,78.284
1303,1556,1,78.2366
1304,1557,1,79.81
1305,1558,1,79.81
1306,1559,1,79.81
1307,1560,1,78.0088
1308,1561,1,77.38
1309,1562,1,87.6313
1310,1564,1,83.4498
1311,1565,1,83.0776
1312,1566,1,81.4083
1313,1567,1,80.5363
1314,1568,1,79.289
1315,1569,1,78.344
1316,1570,1,77.231
1317,1573,1,76.7009
1318,1574,1,75.6916
1319,1575,1,78.7673
1320,1576,1,75.7543
1321,1577,1,76.7424
1322,1579,1,73.0345
1323,1580,1,73.1549
1324,1581,1,69.1718
1325,1582,1,68.5926
1326,1583,1,68.5976
1327,1584,1,67.6049
1328,1585,1,67.759
1329,1586,1,67.5569
1330,1587,1,67.7102
1331,1588,1,65.2219
1332,1589,1,65.2148
1333,1590,1,67.3369
1334,1591,1,65.898
1335,1592,1,66.627
1336,1593,1,67.6366
1337,1594,1,64.5835
1338,1595,1,64.5753
1339,1596,1,63.4861
1340,1597,1,63.3455
1341,1599,1,64.2716
1342,1600,1,67.7812
1343,1601,1,67.2018
1344,1602,1,66.4983
1345,1603,1,64.5952
1346,1604,1,63.5468
1347,1606,1,64.6118
1348,1607,1,65.5795
1349,1608,1,66.4711
1350,1609,1,67.6756
1351,1610,1,71.1222
1352,1611,1,71.1571
1353,1612,1,71.6887
1354,1613,1,73.454
1355,1614,1,79.4297
1356,1615,1,79.134
1357,1616,1,79.7837
1358,1617,1,79.9776
1359,1618,1,79.9776
1360,1619,1,79.9776
1361,1620,1,79.81
1362,1621,1,79.81
1363,1623,1,76.7186
1364,1624,1,76.4379
1365,1625,1,76.1873
1366,1626,1,87.6749
1367,1627,1,85.2789
1368,1629,1,82.6042
1369,1630,1,81.6921
1370,1631,1,80.1358
1371,1632,1,79.5156
1372,1633,1,79.0947
1373,1634,1,77.7183
1374,1637,1,78.2813
1375,1638,1,79.7241
1376,1639,1,80.758
1377,1640,1,81.4142
1378,1641,1,76.5945
1379,1642,1,77.0002
1380,1643,1,74.0611
1381,1644,1,74.5907
1382,1645,1,72.0913
1383,1647,1,69.7108
1384,1648,1,70.5037
1385,1649,1,69.537
1386,1650,1,68.5544
1387,1651,1,67.4966
1388,1652,1,66.3341
1389,1653,1,66.3308
1390,1654,1,68.2661
1391,1655,1,67.0048
1392,1656,1,68.1832
1393,1657,1,68.0543
1394,1658,1,67.3143
1395,1659,1,65.9157
1396,1660,1,66.0805
1397,1661,1,70.6146
1398,1663,1,68.5682
1399,1664,1,67.5922
1400,1665,1,66.6197
1401,1666,1,65.6461
1402,1667,1,64.61
1403,1668,1,81.9319
1404,1669,1,63.1485
1405,1670,1,63.8864
1406,1671,1,68.3266
1407,1672,1,68.0235
1408,1673,1,68.4238
1409,1674,1,72.3384
1410,1675,1,72.3384
1411,1676,1,72.5352
1412,1677,1,73.4037
1413,1678,1,77.5729
1414,1679,1,78.31
1415,1680,1,79.065
1416,1681,1,79.8086
1417,1682,1,87.8207
1418,1683,1,88.5629
1419,1684,1,88.7169
1420,1685,1,77.9738
1421,1686,1,77.0959
1422,1687,1,76.1309
1423,1688,1,75.4434
1424,1689,1,74.3761
1425,1690,1,77.1947
1426,1691,1,87.8051
1427,1692,1,85.3249
1428,1693,1,85.9315
1429,1694,1,86.6199
1430,1695,1,88.1044
1431,1696,1,89.0489
1432,1697,1,89.9664
1433,1699,1,79.6229
1434,1700,1,78.7666
1435,1701,1,78.9601
1436,1702,1,78.776
1437,1703,1,79.4177
1438,1704,1,81.2468
1439,1707,1,86.0438
1440,1708,1,74.8392
1441,1709,1,73.6056
1442,1710,1,72.404
1443,1711,1,71.1409
1444,1712,1,70.8266
1445,1713,1,71.6252
1446,1714,1,71.5386
1447,1715,1,70.319
1448,1716,1,67.4555
1449,1717,1,67.4464
1450,1718,1,68.8143
1451,1719,1,69.4431
1452,1720,1,68.1767
1453,1721,1,69.2199
1454,1722,1,69.2203
1455,1723,1,66.8232
1456,1724,1,66.8136
1457,1725,1,67.3639
1458,1726,1,71.1681
1459,1727,1,70.2624
1460,1728,1,70.2645
1461,1729,1,68.5041
1462,1730,1,67.7031
1463,1731,1,66.22
1464,1732,1,66.0298
1465,1733,1,63.766
1466,1734,1,63.3794
1467,1735,1,63.8529
1468,1736,1,71.0677
1469,1737,1,71.0677
1470,1738,1,71.7813
1471,1739,1,72.6456
1472,1740,1,72.7962
1473,1741,1,74.6713
1474,1742,1,76.5056
1475,1743,1,76.6586
1476,1744,1,87.4003
1477,1745,1,87.8207
1478,1746,1,87.8207
1479,1747,1,88.4583
1480,1748,1,88.7515
1481,1749,1,89.9841
1482,1750,1,77.5786
1483,1751,1,76.7414
1484,1752,1,75.8416
1485,1753,1,78.8765
1486,1754,1,78.281
1487,1755,1,76.9536
1488,1756,1,90.6401
1489,1757,1,89.7025
1490,1758,1,89.0566
1491,1759,1,87.659
1492,1760,1,87.4148
1493,1761,1,89.3001
1494,1762,1,80.6591
1495,1763,1,80.6727
1496,1764,1,81.4936
1497,1765,1,79.877
1498,1766,1,79.4961
1499,1767,1,79.749
1500,1768,1,80.3646
1501,1769,1,82.2434
1502,1770,1,83.0733
1503,1771,1,84.7389
1504,1773,1,75.3026
1505,1774,1,73.9055
1506,1775,1,73.519
1507,1776,1,72.1024
1508,1777,1,71.9282
1509,1778,1,72.8666
1510,1779,1,71.8015
1511,1780,1,71.1974
1512,1781,1,68.7154
1513,1782,1,68.5586
1514,1783,1,69.821
1515,1784,1,70.2634
1516,1785,1,69.2769
1517,1786,1,69.1339
1518,1787,1,69.5361
1519,1788,1,68.7772
1520,1790,1,76.4529
1521,1791,1,75.3746
1522,1792,1,71.3737
1523,1793,1,71.3934
1524,1794,1,68.6182
1525,1795,1,69.0723
1526,1797,1,65.1413
1527,1798,1,64.7859
1528,1799,1,64.5572
1529,1800,1,64.8844
1530,1801,1,70.2957
1531,1802,1,69.7664
1532,1803,1,70.6364
1533,1804,1,71.4351
1534,1805,1,73.7514
1535,1806,1,74.6701
1536,1807,1,75.5162
1537,1808,1,76.2047
1538,1809,1,88.1916
1539,1811,1,87.7288
1540,1812,1,87.1032
1541,1813,1,87.8513
1542,1814,1,88.9835
1543,1815,1,90.2567
1544,1816,1,90.9815
1545,1817,1,77.717
1546,1818,1,77.7973
1547,1819,1,77.9277
1548,1820,1,79.673
1549,1821,1,77.8675
1550,1822,1,79.1467
1551,1823,1,90.3082
1552,1826,1,86.7715
1553,1827,1,85.8861
1554,1828,1,82.8465
1555,1829,1,81.7049
1556,1830,1,81.7019
1557,1831,1,81.8572
1558,1832,1,80.9991
1559,1833,1,82.6152
1560,1834,1,81.6989
1561,1836,1,82.2507
1562,1837,1,83.1948
1563,1839,1,84.9367
1564,1840,1,84.5628
1565,1841,1,74.7974
1566,1842,1,74.6312
1567,1843,1,73.1421
1568,1844,1,73.0404
1569,1845,1,73.8002
1570,1846,1,72.3114
1571,1847,1,72.3098
1572,1848,1,77.2268
1573,1849,1,69.671
1574,1850,1,69.7891
1575,1851,1,70.5479
1576,1852,1,79.6802
1577,1853,1,79.4001
1578,1854,1,81.267
1579,1855,1,69.0402
1580,1857,1,75.6611
1581,1858,1,74.8325
1582,1859,1,72.4859
1583,1860,1,73.2472
1584,1861,1,73.5779
1585,1862,1,70.1847
1586,1863,1,70.9425
1587,1864,1,68.0792
1588,1865,1,65.4083
1589,1867,1,66.0234
1590,1868,1,67.5319
1591,1870,1,69.855
1592,1872,1,85.9211
1593,1873,1,85.9614
1594,1874,1,77.0699
1595,1875,1,77.0434
1596,1876,1,77.6791
1597,1877,1,86.3991
1598,1878,1,85.7559
1599,1879,1,86.3971
1600,1880,1,89.2637
1601,1881,1,89.462
1602,1882,1,90.803
1603,1883,1,90.9793
1604,1884,1,80.4965
1605,1885,1,79.9923
1606,1886,1,78.9905
1607,1887,1,79.6745
1608,1888,1,82.0338
1609,1889,1,79.3492
1610,1890,1,80.9141
1611,1891,1,90.6483
1612,1892,1,88.3725
1613,1893,1,88.4612
1614,1894,1,85.8983
1615,1895,1,84.8105
1616,1896,1,83.0562
1617,1897,1,82.4828
1618,1898,1,86.6934
1619,1899,1,87.1376
1620,1900,1,84.1425
1621,1901,1,84.2769
1622,1902,1,82.391
1623,1903,1,82.631
1624,1904,1,83.4837
1625,1905,1,83.9585
1626,1906,1,84.6088
1627,1907,1,84.0028
1628,1908,1,83.2765
1629,1909,1,81.4337
1630,1910,1,81.4337
1631,1911,1,74.3801
1632,1913,1,78.7585
1633,1914,1,77.1604
1634,1915,1,76.5191
1635,1916,1,76.4884
1636,1917,1,70.7832
1637,1918,1,70.7758
1638,1919,1,79.0359
1639,1920,1,79.0265
1640,1921,1,78.3485
1641,1922,1,78.9284
1642,1923,1,79.8955
1643,1924,1,80.6774
1644,1925,1,82.6727
1645,1926,1,74.7268
1646,1927,1,73.5011
1647,1928,1,73.9377
1648,1929,1,72.9864
1649,1930,1,72.7668
1650,1931,1,70.9425
1651,1932,1,69.4676
1652,1933,1,68.0108
1653,1934,1,67.395
1654,1935,1,68.0764
1655,1936,1,67.5027
1656,1937,1,68.7214
1657,1938,1,69.7505
1658,1939,1,70.414
1659,1940,1,84.2456
1660,1941,1,85.4899
1661,1942,1,78.31
1662,1943,1,77.2604
1663,1944,1,83.5068
1664,1945,1,84.3491
1665,1946,1,84.9198
1666,1947,1,86.1662
1667,1948,1,89.8954
1668,1949,1,91.5487
1669,1950,1,91.2135
1670,1951,1,82.876
1671,1952,1,82.3811
1672,1953,1,81.0997
1673,1954,1,80.3007
1674,1956,1,80.9707
1675,1957,1,82.5415
1676,1958,1,80.9841
1677,1959,1,94.4847
1678,1960,1,91.4434
1679,1961,1,89.1476
1680,1962,1,87.8804
1681,1963,1,86.9399
1682,1964,1,84.4972
1683,1965,1,84.1278
1684,1966,1,84.844
1685,1967,1,85.7814
1686,1968,1,86.7184
1687,1969,1,85.2438
1688,1970,1,88.5516
1689,1971,1,87.9253
1690,1972,1,83.8964
1691,1973,1,84.8399
1692,1974,1,85.0425
1693,1975,1,83.9965
1694,1976,1,82.901
1695,1977,1,81.8776
1696,1978,1,80.6528
1697,1979,1,79.6786
1698,1980,1,78.7037
1699,1981,1,78.2113
1700,1982,1,76.8721
1701,1983,1,76.6258
1702,1984,1,76.0427
1703,1987,1,73.798
1704,1988,1,74.7652
1705,1989,1,77.168
1706,1991,1,78.2375
1707,1992,1,79.641
1708,1993,1,81.1335
1709,1994,1,81.1444
1710,1995,1,89.6184
1711,1996,1,74.3377
1712,1997,1,73.3601
1713,1998,1,72.3882
1714,1999,1,71.4113
1715,2000,1,70.4408
1716,2001,1,69.4909
1717,2002,1,69.7318
1718,2004,1,70.3554
1719,2005,1,69.7154
1720,2006,1,68.9814
1721,2007,1,73.0232
1722,2008,1,70.2669
1723,2009,1,83.5678
1724,2010,1,82.7204
1725,2011,1,82.5024
1726,2012,1,82.4127
1727,2013,1,82.5657
1728,2014,1,83.3918
1729,2015,1,84.6105
1730,2016,1,88.2477
1731,2017,1,87.7732
1732,2018,1,90.875
1733,2019,1,90.2276
1734,2020,1,92.7999
1735,2021,1,92.8957
1736,2022,1,82.5341
1737,2023,1,82.1442
1738,2024,1,82.8834
1739,2025,1,82.073
1740,2026,1,83.0812
1741,2027,1,84.2181
1742,2028,1,93.1899
1743,2029,1,91.9867
1744,2030,1,90.5387
1745,2031,1,89.815
1746,2032,1,87.8346
1747,2033,1,85.6496
1748,2034,1,85.9387
1749,2035,1,85.6561
1750,2036,1,85.4601
1751,2037,1,85.6842
1752,2038,1,86.7512
1753,2039,1,86.6767
1754,2040,1,86.5095
1755,2041,1,87.3014
1756,2042,1,84.7812
1757,2043,1,85.4609
1758,2044,1,85.2029
1759,2045,1,84.2608
1760,2046,1,83.8856
1761,2047,1,81.5845
1762,2048,1,80.853
1763,2049,1,80.4949
1764,2050,1,79.2547
1765,2051,1,78.8598
1766,2052,1,76.9763
1767,2053,1,75.6589
1768,2054,1,74.6836
1769,2055,1,73.7087
1770,2056,1,73.0075
1771,2057,1,74.1056
1772,2058,1,74.7802
1773,2059,1,75.817
1774,2061,1,78.197
1775,2063,1,79.7819
1776,2064,1,80.7554
1777,2065,1,88.5955
1778,2066,1,88.266
1779,2067,1,89.4646
1780,2068,1,87.3193
1781,2069,1,86.7371
1782,2070,1,71.0135
1783,2071,1,71.2397
1784,2072,1,70.3451
1785,2073,1,69.896
1786,2074,1,71.2133
1787,2075,1,70.6855
1788,2076,1,76.3489
1789,2077,1,73.6364
1790,2078,1,71.0521
1791,2079,1,83.8446
1792,2080,1,82.1805
1793,2081,1,81.3221
1794,2082,1,80.8634
1795,2084,1,82.9131
1796,2085,1,84.8516
1797,2086,1,86.1764
1798,2087,1,87.5362
1799,2089,1,92.1523
1800,2090,1,91.1791
1801,2091,1,93.6962
1802,2092,1,91.9712
1803,2093,1,91.8611
1804,2094,1,92.8504
1805,2095,1,83.754
1806,2096,1,83.3169
1807,2098,1,93.8246
1808,2099,1,92.2436
1809,2100,1,94.559
1810,2101,1,94.9781
1811,2102,1,87.6774
1812,2103,1,86.9257
1813,2104,1,87.2433
1814,2105,1,88.8776
1815,2106,1,86.5322
1816,2107,1,88.4664
1817,2108,1,89.0775
1818,2110,1,88.0491
1819,2111,1,88.0545
1820,2112,1,85.868
1821,2113,1,86.1084
1822,2114,1,86.355
1823,2115,1,84.7204
1824,2116,1,84.9641
1825,2117,1,85.208
1826,2118,1,81.6069
1827,2119,1,81.6073
1828,2120,1,80.014
1829,2121,1,80.2564
1830,2122,1,77.983
1831,2123,1,78.0382
1832,2124,1,75.7811
1833,2125,1,75.6591
1834,2126,1,74.1197
1835,2127,1,74.6437
1836,2128,1,75.768
1837,2129,1,77.2248
1838,2130,1,77.9613
1839,2131,1,81.1047
1840,2132,1,80.0175
1841,2133,1,80.9377
1842,2134,1,81.2639
1843,2135,1,88.2351
1844,2136,1,88.9625
1845,2137,1,86.3563
1846,2139,1,84.8814
1847,2140,1,71.998
1848,2141,1,71.6218
1849,2142,1,71.8028
1850,2143,1,71.0667
1851,2144,1,77.8937
1852,2145,1,76.6606
1853,2146,1,75.3139
1854,2147,1,74.3921
1855,2148,1,72.2985
1856,2149,1,83.2864
1857,2150,1,81.6543
1858,2151,1,79.6783
1859,2152,1,80.1266
1860,2153,1,81.2322
1861,2154,1,82.527
1862,2155,1,83.5816
1863,2156,1,86.2778
1864,2157,1,87.1689
1865,2158,1,91.0021
1866,2159,1,90.884
1867,2160,1,89.7291
1868,2161,1,90.0129
1869,2163,1,92.0902
1870,2164,1,92.9468
1871,2165,1,93.3403
1872,2166,1,96.8922
1873,2167,1,97.8674
1874,2168,1,98.8424
1875,2169,1,93.2344
1876,2170,1,92.2736
1877,2171,1,93.3027
1878,2172,1,88.408
1879,2173,1,89.0041
1880,2174,1,87.7651
1881,2175,1,87.604
1882,2176,1,87.8645
1883,2177,1,88.8021
1884,2178,1,88.9109
1885,2179,1,88.9417
1886,2180,1,91.1747
1887,2181,1,86.9447
1888,2182,1,87.1884
1889,2183,1,87.4378
1890,2184,1,89.0572
1891,2185,1,86.0411
1892,2186,1,86.2845
1893,2187,1,82.7192
1894,2188,1,82.8056
1895,2189,1,81.7348
1896,2190,1,81.1143
1897,2191,1,78.4974
1898,2192,1,78.0601
1899,2193,1,80.0035
1900,2194,1,75.7643
1901,2195,1,75.2316
1902,2196,1,76.1583
1903,2197,1,79.4389
1904,2198,1,79.7945
1905,2199,1,79.1074
1906,2200,1,81.1386
1907,2201,1,81.5631
1908,2202,1,81.9547
1909,2203,1,81.1418
1910,2204,1,88.0357
1911,2205,1,88.0357
1912,2206,1,86.5918
1913,2207,1,86.2342
1914,2208,1,84.1162
1915,2210,1,83.0524
1916,2211,1,72.2891
1917,2212,1,72.4174
1918,2213,1,72.4174
1919,2214,1,101.181
1920,2215,1,75.3014
1921,2216,1,74.9805
1922,2217,1,73.4102
1923,2218,1,74.804
1924,2219,1,73.9225
1925,2221,1,79.2301
1926,2222,1,81.2322
1927,2223,1,82.527
1928,2224,1,85.9972
1929,2225,1,86.5489
1930,2226,1,86.3806
1931,2227,1,87.539
1932,2228,1,89.8276
1933,2229,1,88.2556
1934,2230,1,88.9118
1935,2231,1,97.6498
1936,2232,1,97.7288
1937,2233,1,95.5541
1938,2234,1,95.249
1939,2235,1,96.3635
1940,2236,1,98.5446
1941,2238,1,91.2135
1942,2239,1,89.3207
1943,2240,1,90.7874
1944,2241,1,91.4147
1945,2242,1,92.8905
1946,2243,1,88.6757
1947,2244,1,88.9363
1948,2245,1,89.1966
1949,2246,1,89.7736
1950,2247,1,90.018
1951,2248,1,91.1747
1952,2249,1,89.8529
1953,2250,1,88.9097
1954,2251,1,88.5906
1955,2252,1,89.0572
1956,2253,1,86.7318
1957,2254,1,86.741
1958,2255,1,83.828
1959,2256,1,83.8421
1960,2257,1,83.9246
1961,2258,1,87.2045
1962,2259,1,88.5867
1963,2260,1,88.9348
1964,2261,1,79.6713
1965,2262,1,79.6738
1966,2263,1,76.3444
1967,2264,1,77.0886
1968,2265,1,78.4355
1969,2266,1,79.0389
1970,2267,1,80.2295
1971,2268,1,80.7759
1972,2269,1,84.2353
1973,2270,1,82.2005
1974,2271,1,90.5162
1975,2272,1,89.8428
1976,2273,1,88.9601
1977,2274,1,87.0362
1978,2275,1,85.137
1979,2276,1,84.4158
1980,2277,1,83.3407
1981,2278,1,81.8789
1982,2280,1,80.1214
1983,2281,1,78.9319
1984,2282,1,101.102
1985,2283,1,76.9757
1986,2284,1,76.0011
1987,2285,1,74.8283
1988,2286,1,74.6902
1989,2288,1,77.754
1990,2289,1,78.3466
1991,2290,1,80.6355
1992,2291,1,85.0626
1993,2292,1,85.0626
1994,2293,1,86.0477
1995,2294,1,85.3796
1996,2295,1,89.0899
1997,2296,1,88.0443
1998,2297,1,88.1461
1999,2298,1,89.0164
2000,2299,1,90.5553
2001,2300,1,96.14
2002,2301,1,93.6858
2003,2302,1,95.755
2004,2303,1,97.5195
2005,2304,1,92.002
2006,2305,1,91.2841
2007,2306,1,90.3982
2008,2307,1,91.8966
2009,2309,1,93.6913
2010,2310,1,94.2869
2011,2311,1,90.0082
2012,2312,1,90.8537
2013,2313,1,91.7015
2014,2314,1,90.9539
2015,2315,1,91.2442
2016,2316,1,89.9908
2017,2317,1,90.7055
2018,2318,1,89.5919
2019,2319,1,91.2723
2020,2320,1,91.694
2021,2322,1,84.436
2022,2323,1,84.4828
2023,2324,1,87.0295
2024,2325,1,86.2779
2025,2326,1,87.2919
2026,2327,1,84.3701
2027,2328,1,83.6707
2028,2329,1,78.1552
2029,2330,1,77.4564
2030,2331,1,80.7736
2031,2332,1,79.5264
2032,2333,1,80.1492
2033,2334,1,81.1701
2034,2335,1,81.6973
2035,2336,1,83.0287
2036,2337,1,83.2129
2037,2338,1,91.544
2038,2339,1,90.6083
2039,2340,1,90.4035
2040,2341,1,94.5709
2041,2342,1,95.0963
2042,2343,1,95.7799
2043,2344,1,95.3703
2044,2345,1,96.3474
2045,2346,1,97.1739
2046,2347,1,98.1256
2047,2348,1,99.0605
2048,2349,1,100.168
2049,2350,1,76.9919
2050,2351,1,76.0174
2051,2352,1,76.553
2052,2354,1,76.3789
2053,2355,1,76.2928
2054,2356,1,80.2017
2055,2357,1,80.6355
2056,2358,1,85.0626
2057,2359,1,84.7864
2058,2360,1,83.9302
2059,2361,1,89.9444
2060,2362,1,85.2076
2061,2363,1,86.5925
2062,2364,1,87.6999
2063,2365,1,89.0695
2064,2366,1,89.6995
2065,2367,1,92.2173
2066,2368,1,92.9473
2067,2369,1,92.9001
2068,2370,1,92.2433
2069,2371,1,91.4776
2070,2372,1,92.2953
2071,2373,1,93.2556
2072,2375,1,96.1254
2073,2376,1,91.08
2074,2377,1,91.5274
2075,2378,1,91.9773
2076,2379,1,91.9572
2077,2380,1,92.552
2078,2381,1,93.3606
2079,2382,1,90.7055
2080,2383,1,90.6768
2081,2384,1,91.7538
2082,2385,1,93.4836
2083,2386,1,94.5132
2084,2387,1,88.6568
2085,2388,1,88.3092
2086,2389,1,86.1068
2087,2390,1,85.2847
2088,2391,1,83.8497
2089,2392,1,83.8416
2090,2393,1,82.0482
2091,2394,1,79.2586
2092,2395,1,78.5688
2093,2397,1,81.7724
2094,2398,1,81.1283
2095,2399,1,82.1388
2096,2401,1,83.165
2097,2402,1,84.8079
2098,2404,1,87.9941
2099,2405,1,87.7974
2100,2406,1,94.1677
2101,2407,1,93.9556
2102,2408,1,94.3026
2103,2409,1,95.0347
2104,2410,1,95.9825
2105,2411,1,97.1232
2106,2412,1,98.1458
2107,2413,1,99.16
2108,2414,1,99.4953
2109,2415,1,78.7543
2110,2416,1,78.0156
2111,2417,1,77.5076
2112,2418,1,77.1723
2113,2419,1,77.1714
2114,2421,1,80.1777
2115,2422,1,80.0497
2116,2423,1,80.7442
2117,2424,1,82.3697
2118,2426,1,83.7262
2119,2427,1,84.1654
2120,2428,1,87.4442
2121,2429,1,88.0716
2122,2430,1,90.0091
2123,2431,1,90.7535
2124,2432,1,91.8957
2125,2433,1,94.0263
2126,2434,1,95.3822
2127,2436,1,93.7044
2128,2437,1,94.0502
2129,2438,1,94.6863
2130,2440,1,92.4834
2131,2441,1,92.435
2132,2442,1,93.2842
2133,2443,1,94.2547
2134,2445,1,94.2368
2135,2446,1,94.6976
2136,2447,1,92.0955
2137,2448,1,93.2868
2138,2449,1,93.891
2139,2450,1,95.8794
2140,2452,1,86.764
2141,2453,1,85.6188
2142,2454,1,85.0288
2143,2456,1,82.4876
2144,2457,1,81.5107
2145,2458,1,80.5435
2146,2459,1,79.6812
2147,2460,1,80.2486
2148,2461,1,81.049
2149,2462,1,83.1925
2150,2464,1,84.7332
2151,2465,1,84.1044
2152,2466,1,85.2882
2153,2467,1,86.4492
2154,2469,1,88.2454
2155,2470,1,89.0647
2156,2471,1,92.8482
2157,2472,1,93.5682
2158,2473,1,94.3002
2159,2474,1,95.6632
2160,2475,1,89.4269
2161,2476,1,98.1661
2162,2477,1,80.7649
2163,2478,1,80.2229
2164,2482,1,80.4961
2165,2483,1,78.1317
2166,2485,1,79.5387
2167,2487,1,83.466
2168,2488,1,81.7737
2169,2489,1,82.5267
2170,2490,1,84.8078
2171,2491,1,85.8929
2172,2492,1,89.825
2173,2493,1,89.2911
2174,2494,1,94.3706
2175,2495,1,96.4751
2176,2497,1,95.5747
2177,2498,1,100.742
2178,2499,1,100.6
2179,2500,1,96.8629
2180,2501,1,96.6597
2181,2502,1,97.2094
2182,2503,1,93.477
2183,2505,1,96.2774
2184,2506,1,94.9839
2185,2507,1,95.1259
2186,2508,1,93.7403
2187,2509,1,92.9727
2188,2510,1,93.0776
2189,2511,1,94.9229
2190,2512,1,96.1071
2191,2513,1,92.1279
2192,2514,1,92.64
2193,2515,1,92.8229
2194,2516,1,86.1252
2195,2517,1,86.3085
2196,2518,1,83.3908
2197,2519,1,82.7016
2198,2520,1,81.6834
2199,2521,1,80.7936
2200,2522,1,81.578
2201,2523,1,82.6739
2202,2524,1,83.8812
2203,2525,1,84.8509
2204,2526,1,86.1798
2205,2527,1,86.1798
2206,2529,1,86.7526
2207,2530,1,88.3554
2208,2531,1,90.1084
2209,2532,1,91.4111
2210,2533,1,91.8632
2211,2534,1,91.4352
2212,2535,1,91.3364
2213,2536,1,89.4269
2214,2537,1,89.4269
2215,2538,1,82.3884
2216,2539,1,81.8205
2217,2540,1,81.0146
2218,2542,1,79.4576
2219,2543,1,80.4961
2220,2544,1,80.4961
2221,2545,1,79.9159
2222,2546,1,79.5149
2223,2547,1,80.7225
2224,2548,1,84.0811
2225,2549,1,83.3222
2226,2550,1,83.03
2227,2551,1,84.123
2228,2552,1,87.6987
2229,2553,1,86.3612
2230,2554,1,91.4577
2231,2555,1,91.2799
2232,2556,1,96.9007
2233,2558,1,95.9977
2234,2559,1,96.7798
2235,2560,1,99.9962
2236,2561,1,99.9666
2237,2562,1,97.9449
2238,2563,1,96.8912
2239,2564,1,94.8101
2240,2565,1,94.5848
2241,2566,1,96.9474
2242,2567,1,96.3699
2243,2568,1,96.2038
2244,2569,1,96.7512
2245,2570,1,94.4155
2246,2571,1,96.0683
2247,2572,1,101.327
2248,2573,1,100.353
2249,2574,1,90.8436
2250,2575,1,89.1269
2251,2576,1,88.1819
2252,2577,1,87.2027
2253,2579,1,84.116
2254,2580,1,84.8389
2255,2581,1,82.7036
2256,2582,1,81.9049
2257,2583,1,81.8933
2258,2584,1,83.8971
2259,2586,1,84.5542
2260,2587,1,93.7646
2261,2588,1,93.7646
2262,2589,1,86.7635
2263,2590,1,87.099
2264,2591,1,88.8876
2265,2593,1,90.8445
2266,2594,1,91.1824
2267,2595,1,90.3605
2268,2596,1,90.0935
2269,2597,1,89.2235
2270,2598,1,88.7579
2271,2599,1,85.1438
2272,2600,1,82.3884
2273,2602,1,81.9398
2274,2603,1,82.0965
2275,2605,1,81.5465
2276,2606,1,80.6995
2277,2607,1,80.605
2278,2608,1,80.8314
2279,2609,1,84.9417
2280,2610,1,84.1608
2281,2611,1,84.5224
2282,2612,1,84.5065
2283,2613,1,86.841
2284,2614,1,86.956
2285,2615,1,87.6991
2286,2616,1,97.7692
2287,2617,1,96.822
2288,2618,1,96.2045
2289,2619,1,97.5057
2290,2621,1,100.731
2291,2622,1,101.402
2292,2623,1,97.0071
2293,2624,1,95.8961
2294,2625,1,96.5879
2295,2626,1,96.6569
2296,2627,1,99.1996
2297,2628,1,98.4461
2298,2629,1,97.1361
2299,2630,1,95.6077
2300,2632,1,98.6154
2301,2633,1,99.5422
2302,2634,1,100.028
2303,2635,1,89.462
2304,2636,1,88.1718
2305,2637,1,87.8709
2306,2638,1,87.0207
2307,2639,1,86.1295
