VARIABLE	 PARCEL	coord_ID	 DEPOT	 VALUE	LAT 	LON
X	2633	3054	36	962.12	29.3374	-98.1601
X	2634	3059	36	1140.94	29.3374	-98.1101
X	2635	3061	7	1045.88	29.3374	-98.0901
X	2636	3063	44	969.56	29.3374	-98.0701
X	2637	3069	36	1140.94	29.3374	-98.0101
X	2638	3074	36	1157.84	29.3374	-97.9601
X	2639	3076	31	1281.04	29.3374	-97.9401
X	2640	3077	31	1281.04	29.3374	-97.9301
X	2641	3081	58	1101.08	29.3374	-97.8901
X	2642	3082	44	1157.84	29.3374	-97.8801
X	2643	3083	36	1170.14	29.3374	-97.8701
X	2644	3085	31	1101.08	29.3374	-97.8501
X	2646	3087	31	1002.26	29.3274	-98.2101
X	2697	3170	36	1140.96	29.3074	-98.1801
X	2698	3171	36	1140.96	29.3074	-98.1701
X	2699	3173	36	1140.96	29.3074	-98.1501
X	2700	3175	44	1140.96	29.3074	-98.1301
X	2701	3177	31	1140.96	29.3074	-98.1101
X	2702	3179	44	1140.96	29.3074	-98.0901
X	2703	3180	31	1045.88	29.3074	-98.0801
X	2704	3181	31	969.56	29.3074	-98.0701
X	2705	3182	44	1136.24	29.3074	-98.0601
X	2706	3183	36	1140.96	29.3074	-98.0501
X	2707	3184	31	1140.96	29.3074	-98.0401
X	2708	3185	36	1140.96	29.3074	-98.0301
X	2709	3186	31	1140.96	29.3074	-98.0201
X	2710	3187	7	1140.96	29.3074	-98.0101
X	2711	3190	7	1288.2	29.3074	-97.9801
X	2712	3193	44	1281.02	29.3074	-97.9501
X	2713	3194	36	1157.8	29.3074	-97.9401
X	2714	3195	36	1101.04	29.3074	-97.9301
X	2715	3196	36	1101.04	29.3074	-97.9201
X	2716	3198	36	1157.8	29.3074	-97.9001
X	2766	3275	36	1140.92	29.2874	-98.0101
X	2767	3276	31	1024.68	29.2874	-98.0001
X	2768	3277	31	1140.92	29.2874	-97.9901
X	2769	3278	31	1238.92	29.2874	-97.9801
X	2770	3280	36	1106.1	29.2874	-97.9601
X	2771	3282	58	1281	29.2874	-97.9401
X	2772	3283	36	1157.78	29.2874	-97.9301
X	2773	3284	31	1101.02	29.2874	-97.9201
X	2774	3285	58	1157.78	29.2874	-97.9101
X	2775	3286	44	1157.78	29.2874	-97.9001
X	2776	3287	36	1157.78	29.2874	-97.8901
X	2777	3288	31	1157.78	29.2874	-97.8801
X	2778	3289	31	1106.64	29.2874	-97.8701
X	2779	3290	31	1102.88	29.2874	-97.8601
X	2780	3291	7	1102.88	29.2874	-97.8501
X	2781	3292	52	1102.88	29.2874	-97.8401
X	2782	3293	36	1102.88	29.2874	-97.8301
X	2783	3294	31	1101.02	29.2874	-97.8201
X	2785	3296	44	1180.86	29.2874	-97.8001
X	2836	3365	44	1029.16	29.2674	-98.0801
X	2837	3366	36	962.1	29.2674	-98.0701
X	2838	3367	58	1034.6	29.2674	-98.0601
X	2839	3369	58	928.78	29.2674	-98.0401
X	2840	3370	31	969.52	29.2674	-98.0301
X	2841	3371	52	1140.92	29.2674	-98.0201
X	2842	3372	36	1140.92	29.2674	-98.0101
X	2843	3374	31	1017.46	29.2674	-97.9901
X	2844	3375	44	1108.26	29.2674	-97.9801
X	2845	3376	36	1106.1	29.2674	-97.9701
X	2846	3377	36	1233.3	29.2674	-97.9601
X	2848	3380	7	1157.76	29.2674	-97.9301
X	2849	3381	7	1106.24	29.2674	-97.9201
X	2850	3382	44	1157.76	29.2674	-97.9101
X	2855	3387	31	1157.08	29.2674	-97.8601
X	2908	3458	44	1140.92	29.2474	-98.1801
X	2909	3460	44	1140.92	29.2474	-98.1601
X	2910	3461	58	1140.92	29.2474	-98.1501
X	2911	3462	44	1140.92	29.2474	-98.1401
X	2912	3464	31	1140.92	29.2474	-98.1201
X	2913	3465	7	1140.92	29.2474	-98.1101
X	2914	3466	44	1140.92	29.2474	-98.1001
X	2915	3467	36	1002.16	29.2474	-98.0901
X	2917	3469	7	1002.16	29.2474	-98.0701
X	2919	3471	7	1140.92	29.2474	-98.0501
X	2920	3472	36	1002.16	29.2474	-98.0401
X	2934	3490	36	1180.86	29.2474	-97.8601
X	2935	3492	36	1102.82	29.2474	-97.8401
X	2936	3493	52	1106.1	29.2474	-97.8301
X	2937	3494	31	1102.82	29.2474	-97.8201
X	2938	3495	52	1102.82	29.2474	-97.8101
X	2939	3496	36	1080.84	29.2474	-97.8001
X	2978	3542	36	1087.36	29.2374	-97.8901
X	2982	3546	31	1168.38	29.2374	-97.8501
X	2983	3547	58	1102.8	29.2374	-97.8401
X	2985	3549	31	1102.8	29.2374	-97.8201
X	2988	3552	58	1080.84	29.2374	-97.7901
X	2989	3553	52	1102.8	29.2374	-97.7801
X	2990	3554	44	1102.8	29.2374	-97.7701
X	2991	3555	31	1152.36	29.2374	-97.7601
X	2992	3556	31	1102.8	29.2374	-97.7501
X	2994	3558	31	1017.18	29.2274	-98.3001
X	3006	3578	36	1002.14	29.2274	-98.1001
X	3048	3631	31	1140.86	29.2174	-98.1401
X	3049	3632	31	1029.12	29.2174	-98.1301
X	3050	3633	52	1140.86	29.2174	-98.1201
X	3051	3634	31	1002.14	29.2174	-98.1101
X	3052	3635	58	990.22	29.2174	-98.1001
X	3053	3636	44	1017.16	29.2174	-98.0901
X	3054	3639	36	1002.14	29.2174	-98.0601
X	3056	3641	7	962.08	29.2174	-98.0401
X	3057	3642	7	1002.14	29.2174	-98.0301
X	3058	3643	52	1029.12	29.2174	-98.0201
X	3059	3645	44	1031.36	29.2174	-98.0001
X	3060	3646	36	655.66	29.2174	-97.9901
X	3061	3647	31	978.8	29.2174	-97.9801
X	3062	3648	7	998.18	29.2174	-97.9701
X	3063	3649	7	1128.42	29.2174	-97.9601
X	3064	3650	36	1106.22	29.2174	-97.9501
X	3065	3651	44	1152.32	29.2174	-97.9401
X	3067	3653	31	1131.96	29.2174	-97.9201
X	3116	3709	36	542.16	29.2074	-97.8901
X	3117	3710	44	1080.84	29.2074	-97.8801
X	3119	3712	52	1102.76	29.2074	-97.8601
X	3120	3713	36	1087.34	29.2074	-97.8501
X	3121	3714	58	1094.24	29.2074	-97.8401
X	3122	3715	52	1168.5	29.2074	-97.8301
X	3123	3716	36	1102.76	29.2074	-97.8201
X	3124	3717	31	1102.76	29.2074	-97.8101
X	3125	3718	58	1152.32	29.2074	-97.8001
X	3126	3719	58	1080.84	29.2074	-97.7901
X	3127	3721	52	1168.32	29.2074	-97.7701
X	3128	3722	44	1167.5	29.2074	-97.7601
X	3129	3723	36	822.62	29.2074	-97.7501
X	3130	3724	31	1018.36	29.1974	-98.3301
X	3132	3726	7	1140.86	29.1974	-98.3101
X	3133	3727	44	1002.12	29.1974	-98.3001
X	3134	3728	31	1018.36	29.1974	-98.2801
X	3189	3794	52	1140.86	29.1874	-98.1701
X	3190	3795	31	1140.86	29.1874	-98.1601
X	3191	3796	58	990.94	29.1874	-98.1501
X	3192	3797	44	1045.78	29.1874	-98.1401
X	3193	3798	36	1029.12	29.1874	-98.1301
X	3195	3801	58	655.64	29.1874	-98.1001
X	3196	3802	52	655.64	29.1874	-98.0901
X	3197	3803	44	1002.12	29.1874	-98.0801
X	3198	3804	36	1034.8	29.1874	-98.0701
X	3199	3805	31	1045.78	29.1874	-98.0601
X	3200	3806	31	1002.12	29.1874	-98.0501
X	3201	3807	7	1029.12	29.1874	-98.0401
X	3202	3808	52	1002.12	29.1874	-98.0301
X	3203	3810	36	1034.88	29.1874	-98.0101
X	3204	3811	52	1034.88	29.1874	-98.0001
X	3205	3812	31	1002.12	29.1874	-97.9901
X	3206	3813	44	1045.78	29.1874	-97.9801
X	3207	3814	36	1017.38	29.1874	-97.9701
X	3208	3815	36	1091.06	29.1874	-97.9601
X	3209	3816	31	1233.32	29.1874	-97.9501
X	3256	3865	36	979.66	29.1774	-98.0401
X	3258	3867	36	1034.88	29.1774	-98.0201
X	3259	3868	44	1017.08	29.1774	-98.0101
X	3260	3869	31	1002.1	29.1774	-98.0001
X	3261	3871	7	1034.4	29.1774	-97.9701
X	3262	3872	36	1012.76	29.1774	-97.9601
X	3263	3873	36	1180.8	29.1774	-97.9501
X	3264	3874	58	1102.66	29.1774	-97.9401
X	3265	3875	52	1102.66	29.1774	-97.9301
X	3266	3876	52	1080.82	29.1774	-97.9201
X	3267	3877	44	1080.82	29.1774	-97.9101
X	3268	3878	36	1145.58	29.1774	-97.9001
X	3269	3879	31	1080.82	29.1774	-97.8901
X	3270	3880	58	1087.28	29.1774	-97.8801
X	3271	3881	7	822.64	29.1774	-97.8701
X	3272	3882	44	822.64	29.1774	-97.8601
X	3273	3883	36	1149.92	29.1774	-97.8501
X	3274	3884	44	1149.92	29.1774	-97.8401
X	3275	3885	31	1149.92	29.1774	-97.8301
X	3276	3886	36	1157.02	29.1774	-97.8201
X	3277	3887	36	1157.02	29.1774	-97.8101
X	3278	3888	36	1149.92	29.1774	-97.8001
X	3279	3889	31	1149.92	29.1774	-97.7901
X	3326	3938	52	1080.82	29.1674	-97.8701
X	3327	3939	52	1149.9	29.1674	-97.8601
X	3328	3940	31	1168.36	29.1674	-97.8501
X	3329	3941	36	1167.46	29.1674	-97.8401
X	3330	3942	58	1149.9	29.1674	-97.8301
X	3331	3943	44	1157	29.1674	-97.8201
X	3332	3944	36	1149.9	29.1674	-97.8101
X	3333	3945	31	1002.1	29.1574	-98.3601
X	3334	3946	7	962.04	29.1574	-98.3501
X	3335	3947	52	1002.1	29.1574	-98.3401
X	3336	3948	44	1098.58	29.1574	-98.3301
X	3337	3949	44	1034.34	29.1574	-98.3201
X	3338	3950	31	1002.1	29.1574	-98.3101
X	3339	3951	31	1002.1	29.1574	-98.3001
X	3340	3952	58	1096.66	29.1574	-98.2901
X	3341	3954	52	1098.58	29.1574	-98.2701
X	3342	3955	44	1098.58	29.1574	-98.2601
X	3344	3957	44	1096.66	29.1574	-98.2401
X	3346	3959	36	1030.5	29.1574	-98.2201
X	3397	4013	44	1034.34	29.1474	-98.2301
X	3398	4014	44	1002.1	29.1474	-98.2201
X	3399	4015	36	1002.1	29.1474	-98.2101
X	3400	4016	44	1031.28	29.1474	-98.2001
X	3401	4017	36	1030.5	29.1474	-98.1901
X	3402	4021	31	1017.06	29.1474	-98.1401
X	3403	4022	58	1008.4	29.1474	-98.1301
X	3404	4023	52	1029.08	29.1474	-98.1201
X	3405	4024	44	998.84	29.1474	-98.1101
X	3406	4025	36	1034.34	29.1474	-98.1001
X	3407	4026	31	974.14	29.1474	-98.0901
X	3408	4027	31	1021.36	29.1474	-98.0801
X	3409	4028	58	974.14	29.1474	-98.0701
X	3410	4029	52	974.14	29.1474	-98.0601
X	3411	4030	44	1017.06	29.1474	-98.0501
X	3412	4031	36	1045.8	29.1474	-98.0401
X	3413	4032	52	1002.1	29.1474	-98.0301
X	3414	4033	36	1002.1	29.1474	-98.0201
X	3422	4041	44	1168.36	29.1474	-97.9401
X	3423	4042	36	1168.36	29.1474	-97.9301
X	3424	4043	44	1094.14	29.1474	-97.9201
X	3425	4044	58	1094.14	29.1474	-97.9101
X	3426	4045	7	1094.14	29.1474	-97.9001
X	3427	4046	31	1167.44	29.1474	-97.8901
X	3428	4047	52	1145.56	29.1474	-97.8801
X	3429	4048	36	1102.66	29.1474	-97.8701
X	3431	4050	7	1167.44	29.1474	-97.8501
X	3432	4051	44	1167.44	29.1474	-97.8401
X	3433	4052	36	1167.44	29.1474	-97.8301
X	3434	4053	58	1140.84	29.1374	-98.3801
X	3436	4055	36	1098.58	29.1374	-98.3601
X	3476	4101	44	1233.34	29.1374	-97.8901
X	3477	4102	31	1149.88	29.1374	-97.8801
X	3478	4103	31	1094.14	29.1374	-97.8701
X	3480	4105	52	1233.34	29.1374	-97.8501
X	3481	4106	44	1193.26	29.1274	-98.3901
X	3482	4108	31	994.98	29.1274	-98.3701
X	3483	4109	7	1002.1	29.1274	-98.3601
X	3484	4110	31	1002.1	29.1274	-98.3501
X	3485	4111	44	974.08	29.1274	-98.3401
X	3486	4112	44	1029.52	29.1274	-98.3301
X	3493	4121	31	1008.38	29.1274	-98.2201
X	3494	4122	31	1045.78	29.1274	-98.2101
X	3496	4124	36	1035.78	29.1274	-98.1901
X	3498	4126	44	1017.06	29.1274	-98.1601
X	3499	4128	31	1002.1	29.1274	-98.1401
X	3502	4131	36	954.7	29.1274	-98.1101
X	3505	4134	36	1057.48	29.1274	-98.0801
X	3506	4135	36	1057.48	29.1274	-98.0701
X	3543	4174	52	1017.02	29.1174	-98.2301
X	3544	4175	44	1017.02	29.1174	-98.2201
X	3545	4176	31	1096.64	29.1174	-98.2101
X	3546	4177	31	1057.46	29.1174	-98.2001
X	3547	4178	31	1030.44	29.1174	-98.1901
X	3549	4181	7	969.48	29.1174	-98.1601
X	3550	4182	44	1010.6	29.1174	-98.1501
X	3551	4183	36	1034.32	29.1174	-98.1401
X	3552	4184	58	1034.32	29.1174	-98.1301
X	3553	4185	36	954.7	29.1174	-98.1201
X	3554	4186	58	1034.32	29.1174	-98.1101
X	3555	4187	36	1034.32	29.1174	-98.1001
X	3556	4188	36	954.7	29.1174	-98.0901
X	3557	4189	36	974.1	29.1174	-98.0801
X	3558	4191	52	1057.46	29.1174	-98.0601
X	3559	4192	44	974.1	29.1174	-98.0501
X	3568	4201	31	1029.08	29.1174	-97.9601
X	3570	4203	52	997.88	29.1174	-97.9401
X	3571	4204	36	1149.88	29.1174	-97.9301
X	3574	4207	36	1149.88	29.1174	-97.9001
X	3575	4208	31	1149.88	29.1174	-97.8901
X	3610	4244	36	1017	29.1074	-98.0301
X	3611	4245	36	1034.32	29.1074	-98.0201
X	3613	4247	52	1017	29.1074	-98.0001
X	3614	4248	36	974.08	29.1074	-97.9901
X	3615	4249	36	1135.98	29.1074	-97.9801
X	3616	4250	31	1041.24	29.1074	-97.9701
X	3617	4251	31	965.2	29.1074	-97.9601
X	3618	4252	31	1041.24	29.1074	-97.9501
X	3619	4253	7	1012.72	29.1074	-97.9401
X	3620	4254	44	1091.1	29.1074	-97.9301
X	3621	4256	36	1149.88	29.1074	-97.9101
X	3622	4257	52	1149.88	29.1074	-97.9001
X	3623	4258	36	1102.58	29.1074	-97.8901
X	3624	4259	52	1066.62	29.0974	-98.3901
X	3625	4260	31	1020.2	29.0974	-98.3801
X	3626	4261	36	974.06	29.0974	-98.3701
X	3627	4263	31	1098.54	29.0974	-98.3501
X	3628	4266	36	962.06	29.0974	-98.3201
X	3629	4267	36	1098.54	29.0974	-98.3101
X	3683	4334	36	954.64	29.0874	-98.1201
X	3684	4335	31	1029.5	29.0874	-98.1101
X	3685	4336	36	1034.34	29.0874	-98.1001
X	3686	4337	31	1029.5	29.0874	-98.0901
X	3687	4338	31	1034.34	29.0874	-98.0801
X	3688	4339	7	1021.3	29.0874	-98.0701
X	3689	4340	44	1034.34	29.0874	-98.0601
X	3690	4342	36	966.32	29.0874	-98.0401
X	3691	4343	31	1017.04	29.0874	-98.0301
X	3692	4344	58	1017.04	29.0874	-98.0201
X	3693	4345	36	974.02	29.0874	-98.0101
X	3694	4346	58	1017.04	29.0874	-98.0001
X	3695	4347	31	1034.34	29.0874	-97.9901
X	3696	4348	52	969.48	29.0874	-97.9801
X	3697	4349	52	965.16	29.0874	-97.9701
X	3698	4351	31	1041.3	29.0874	-97.9501
X	3748	4406	31	1098.52	29.0674	-98.2901
X	3750	4408	36	1002.04	29.0674	-98.2701
X	3752	4411	7	1052.2	29.0674	-98.2401
X	3753	4413	44	1034.76	29.0674	-98.2201
X	3754	4414	36	974.02	29.0674	-98.2101
X	3755	4415	31	974.02	29.0674	-98.2001
X	3756	4416	31	1052.2	29.0674	-98.1901
X	3757	4417	31	1009.06	29.0674	-98.1801
X	3758	4418	58	1009.06	29.0674	-98.1701
X	3759	4419	52	1030.42	29.0674	-98.1601
X	3760	4420	44	1031.22	29.0674	-98.1401
X	3761	4421	31	728.26	29.0674	-98.1301
X	3762	4422	52	1029.48	29.0674	-98.1201
X	3763	4423	31	1017.04	29.0674	-98.1101
X	3764	4425	44	1045.6	29.0674	-98.0901
X	3765	4426	44	1057.4	29.0674	-98.0801
X	3766	4427	44	1008.34	29.0674	-98.0701
X	3775	4438	44	1029.04	29.0674	-97.9601
X	3776	4439	31	1029.04	29.0674	-97.9501
X	3777	4440	52	1032.02	29.0674	-97.9401
X	3778	4441	36	1002.04	29.0574	-98.3501
X	3780	4444	7	1021.22	29.0574	-98.3201
X	3781	4445	52	1017.04	29.0574	-98.3101
X	3782	4446	36	1098.52	29.0574	-98.3001
X	3784	4448	7	1029.02	29.0574	-98.2801
X	3785	4449	44	1034.32	29.0574	-98.2701
X	3786	4450	36	1021.22	29.0574	-98.2601
X	3787	4451	31	1021.22	29.0574	-98.2501
X	3790	4454	7	1021.22	29.0574	-98.2201
X	3791	4455	7	954.64	29.0574	-98.2101
X	3792	4456	52	1041.62	29.0574	-98.2001
X	3831	4498	36	969.46	29.0474	-98.1701
X	3832	4500	44	1009.06	29.0474	-98.1501
X	3833	4501	36	1100.96	29.0474	-98.1401
X	3834	4502	44	1009.06	29.0474	-98.1301
X	3835	4503	44	1010.54	29.0474	-98.1101
X	3837	4505	31	966.3	29.0474	-98.0901
X	3838	4506	36	1021.2	29.0474	-98.0801
X	3839	4507	7	1017.02	29.0474	-98.0701
X	3854	4526	44	1029.48	29.0374	-98.2401
X	3855	4527	31	974.02	29.0374	-98.2301
X	3859	4532	7	1010.52	29.0374	-98.1801
X	3860	4533	52	1021.18	29.0374	-98.1701
X	3863	4537	36	1100.94	29.0374	-98.1301
X	3895	4573	44	1100.94	29.0274	-98.1101
X	3896	4574	36	1078.38	29.0274	-98.1001
X	3897	4575	36	1029.48	29.0274	-98.0901
X	3900	4581	36	1043.32	29.0274	-98.0301
X	3901	4582	31	1036.36	29.0274	-98.0201
X	3902	4583	44	1056.32	29.0274	-98.0101
X	3903	4584	31	1043.32	29.0274	-98.0001
X	3904	4585	36	974.02	29.0174	-98.3101
X	3905	4586	36	974.02	29.0174	-98.3001
X	3906	4587	36	966.26	29.0174	-98.2901
X	3907	4588	44	1045.56	29.0174	-98.2801
X	3908	4589	36	1021.14	29.0174	-98.2701
X	3924	4606	31	969.44	29.0174	-98.1001
X	3932	4616	44	1021.14	29.0074	-98.3001
X	3933	4617	44	1021.14	29.0074	-98.2901
X	3969	4655	44	1017	28.9974	-98.1801
X	3970	4656	36	1021.12	28.9974	-98.1701
X	3971	4657	52	1017	28.9974	-98.1601
X	3972	4658	36	974.02	28.9974	-98.1501
X	3973	4659	52	974.02	28.9974	-98.1401
X	3974	4660	31	1017	28.9974	-98.1301
X	3975	4661	36	1017	28.9974	-98.1201
X	3976	4662	31	1029.48	28.9974	-98.1101
X	3977	4663	44	969.38	28.9974	-98.0901
X	3978	4664	36	974.02	28.9974	-98.0801
X	4004	4690	36	1056.3	28.9874	-98.0701
X	4032	4720	36	1044.82	28.9674	-98.2101
X	4034	4722	36	1016.96	28.9674	-98.1901
X	4035	4723	31	1010.52	28.9674	-98.1801
X	4038	4726	44	1016.96	28.9674	-98.1501
X	4039	4727	36	974.38	28.9674	-98.1401
X	4040	4728	31	1029.78	28.9674	-98.1301
X	4041	4729	52	1029.78	28.9674	-98.1201
X	4042	4730	31	1036.3	28.9674	-98.1101
X	4043	4731	52	1055.08	28.9674	-98.1001
X	4044	4732	36	1128.28	28.9674	-98.0901
X	4045	4733	31	980.8	28.9674	-98.0801
X	4046	4734	52	1034.28	28.9574	-98.2601
X	4047	4735	36	1010.52	28.9574	-98.2501
X	4048	4736	36	1001.7	28.9574	-98.2401
X	4058	4747	36	865.5	28.9574	-98.1301
X	4061	4751	52	1128.26	28.9574	-98.0901
X	4062	4752	36	974.36	28.9474	-98.2501
X	4064	4754	7	1096.46	28.9474	-98.2301
X	4065	4755	44	954.56	28.9474	-98.2201
X	4066	4756	44	1016.96	28.9474	-98.2101
X	4067	4757	36	1034.28	28.9474	-98.2001
X	4068	4758	31	1010.52	28.9474	-98.1901
X	4071	4761	7	850.5	28.9474	-98.1601
X	4072	4762	7	943.5	28.9474	-98.1501
X	4073	4763	7	1013.4	28.9474	-98.1401
X	4116	4807	44	964.46	28.8974	-98.1801
X	4117	4808	31	964.46	28.8974	-98.1701
X	4118	4809	31	964.46	28.8874	-98.1901
Z	115	203	0	1129.92	29.1377	-98.4898
Z	116	204	0	1129.92	29.1377	-98.4798
Z	130	238	0	1088.12	29.1277	-98.4698
Z	131	239	0	1086.4	29.1277	-98.4598
Z	132	240	0	1088.12	29.1277	-98.4498
Z	156	276	0	1086.4	29.1177	-98.4498
Z	157	277	0	1086.4	29.1177	-98.4398
Z	158	278	0	1076.32	29.1177	-98.4298
Z	185	314	0	1076.32	29.1077	-98.4598
Z	186	315	0	1086.4	29.1077	-98.4498
Z	187	316	0	1086.4	29.1077	-98.4398
Z	188	317	0	1086.4	29.1077	-98.4298
Z	189	318	0	1063.68	29.1077	-98.4198
Z	190	319	0	1055.82	29.1077	-98.4098
Z	258	398	0	1039.34	29.0877	-98.4298
Z	2592	2982	0	1002.28	29.3574	-98.1801
Z	2593	2983	0	1057.6	29.3574	-98.1701
Z	2628	3048	0	1002.28	29.3374	-98.2201
Z	2645	3086	0	1045.88	29.3274	-98.2201
Z	2647	3088	0	1017.26	29.3274	-98.2001
Z	2648	3089	0	1140.94	29.3274	-98.1901
Z	2649	3090	0	1002.26	29.3274	-98.1801
Z	2666	3123	0	1002.22	29.3174	-98.2301
Z	2667	3124	0	1140.94	29.3174	-98.2201
Z	2668	3125	0	1140.94	29.3174	-98.2101
Z	2669	3126	0	1140.94	29.3174	-98.2001
Z	2670	3128	0	1140.94	29.3174	-98.1801
Z	2693	3164	0	1140.96	29.3074	-98.2401
Z	2694	3165	0	1140.96	29.3074	-98.2301
Z	2695	3166	0	1140.96	29.3074	-98.2201
Z	2696	3169	0	1140.96	29.3074	-98.1901
Z	2723	3207	0	1002.22	29.2974	-98.2501
Z	2724	3208	0	1140.94	29.2974	-98.2401
Z	2725	3209	0	1140.94	29.2974	-98.2301
Z	2726	3211	0	1140.94	29.2974	-98.2101
Z	2727	3212	0	1140.94	29.2974	-98.2001
Z	2728	3213	0	1140.94	29.2974	-98.1901
Z	2729	3217	0	1140.94	29.2974	-98.1501
Z	2753	3251	0	1029.18	29.2874	-98.2601
Z	2754	3259	0	1140.92	29.2874	-98.1801
Z	2755	3262	0	1140.92	29.2874	-98.1501
Z	2786	3297	0	1029.18	29.2774	-98.2701
Z	2787	3304	0	1140.92	29.2774	-98.2001
Z	2788	3305	0	1140.92	29.2774	-98.1901
Z	2789	3306	0	1140.92	29.2774	-98.1801
Z	2790	3307	0	1140.92	29.2774	-98.1701
Z	2791	3309	0	1140.92	29.2774	-98.1501
Z	2822	3346	0	1140.92	29.2674	-98.2701
Z	2823	3347	0	1140.92	29.2674	-98.2601
Z	2824	3348	0	1140.92	29.2674	-98.2501
Z	2825	3349	0	1140.92	29.2674	-98.2401
Z	2826	3351	0	1140.92	29.2674	-98.2201
Z	2827	3354	0	1140.92	29.2674	-98.1901
Z	2828	3355	0	1140.92	29.2674	-98.1801
Z	2829	3356	0	1140.92	29.2674	-98.1701
Z	2830	3357	0	1140.92	29.2674	-98.1601
Z	2864	3396	0	1029.16	29.2574	-98.2801
Z	2865	3397	0	1029.16	29.2574	-98.2701
Z	2866	3398	0	1140.92	29.2574	-98.2601
Z	2867	3401	0	1140.92	29.2574	-98.2301
Z	2868	3402	0	1140.92	29.2574	-98.2201
Z	2869	3405	0	1140.92	29.2574	-98.1901
Z	2870	3406	0	1140.92	29.2574	-98.1801
Z	2871	3409	0	1140.92	29.2574	-98.1501
Z	2904	3447	0	962.1	29.2474	-98.2901
Z	2905	3448	0	962.1	29.2474	-98.2801
Z	2906	3452	0	1140.92	29.2474	-98.2401
Z	2907	3456	0	1140.92	29.2474	-98.2001
Z	2944	3501	0	990.24	29.2374	-98.3001
Z	2945	3502	0	1096.74	29.2374	-98.2901
Z	2946	3503	0	1057.6	29.2374	-98.2801
Z	2947	3504	0	1029.14	29.2374	-98.2701
Z	2948	3506	0	1029.14	29.2374	-98.2501
Z	2949	3507	0	1140.9	29.2374	-98.2401
Z	2950	3508	0	1140.9	29.2374	-98.2301
Z	2951	3510	0	1140.9	29.2374	-98.2101
Z	2952	3511	0	1140.9	29.2374	-98.2001
Z	2953	3512	0	1140.9	29.2374	-98.1901
Z	2954	3514	0	1140.9	29.2374	-98.1701
Z	2955	3515	0	1140.9	29.2374	-98.1601
Z	2956	3516	0	1140.9	29.2374	-98.1501
Z	2957	3517	0	1140.9	29.2374	-98.1401
Z	2993	3557	0	1034.04	29.2274	-98.3101
Z	2995	3559	0	1031.34	29.2274	-98.2901
Z	2996	3560	0	1023.22	29.2274	-98.2801
Z	2997	3561	0	1029.12	29.2274	-98.2701
Z	2998	3562	0	1041.38	29.2274	-98.2601
Z	2999	3564	0	1140.86	29.2274	-98.2401
Z	3000	3566	0	1140.86	29.2274	-98.2201
Z	3001	3567	0	1140.86	29.2274	-98.2101
Z	3002	3569	0	1140.86	29.2274	-98.1901
Z	3037	3613	0	1030.52	29.2174	-98.3201
Z	3038	3614	0	1002.14	29.2174	-98.3101
Z	3039	3616	0	1030.52	29.2174	-98.2901
Z	3040	3619	0	1041.38	29.2174	-98.2601
Z	3041	3620	0	1140.86	29.2174	-98.2501
Z	3042	3621	0	1140.86	29.2174	-98.2401
Z	3043	3622	0	1140.86	29.2174	-98.2301
Z	3044	3623	0	1140.86	29.2174	-98.2201
Z	3045	3624	0	1140.86	29.2174	-98.2101
Z	3046	3626	0	1140.86	29.2174	-98.1901
Z	3047	3629	0	1140.86	29.2174	-98.1601
Z	3086	3672	0	1101.12	29.2074	-98.2901
Z	3087	3674	0	1009.08	29.2074	-98.2401
Z	3088	3675	0	1009.08	29.2074	-98.2301
Z	3089	3676	0	1031.36	29.2074	-98.2201
Z	3090	3677	0	1140.86	29.2074	-98.2101
Z	3091	3678	0	1140.86	29.2074	-98.2001
Z	3092	3682	0	1140.86	29.2074	-98.1601
Z	3093	3684	0	1140.86	29.2074	-98.1401
Z	3131	3725	0	1050.24	29.1974	-98.3201
Z	3135	3729	0	1050.24	29.1974	-98.2601
Z	3136	3730	0	1101.14	29.1974	-98.2401
Z	3137	3732	0	1030.54	29.1974	-98.2201
Z	3138	3733	0	1030.54	29.1974	-98.2101
Z	3139	3734	0	1140.86	29.1974	-98.2001
Z	3140	3736	0	1140.86	29.1974	-98.1801
Z	3141	3737	0	1140.86	29.1974	-98.1701
Z	3177	3778	0	1018.36	29.1874	-98.3401
Z	3178	3779	0	1140.86	29.1874	-98.3301
Z	3179	3781	0	1140.86	29.1874	-98.3101
Z	3180	3782	0	1098.58	29.1874	-98.3001
Z	3181	3783	0	1098.58	29.1874	-98.2901
Z	3182	3784	0	1098.58	29.1874	-98.2801
Z	3183	3785	0	990.94	29.1874	-98.2701
Z	3184	3787	0	1010.6	29.1874	-98.2501
Z	3185	3789	0	1010.6	29.1874	-98.2301
Z	3186	3790	0	1101.14	29.1874	-98.2101
Z	3187	3791	0	1101.14	29.1874	-98.2001
Z	3188	3792	0	1140.86	29.1874	-98.1901
Z	3227	3834	0	1140.86	29.1774	-98.3501
Z	3228	3835	0	1096.66	29.1774	-98.3401
Z	3229	3836	0	1002.1	29.1774	-98.3301
Z	3230	3837	0	1002.1	29.1774	-98.3201
Z	3231	3838	0	1078.34	29.1774	-98.3101
Z	3232	3839	0	1008.4	29.1774	-98.3001
Z	3233	3840	0	974.14	29.1774	-98.2901
Z	3235	3842	0	1017.08	29.1774	-98.2701
Z	3236	3843	0	1029.12	29.1774	-98.2601
Z	3237	3844	0	1017.08	29.1774	-98.2501
Z	3238	3845	0	1002.1	29.1774	-98.2401
